StockCode,Description,TotalQuantity,TotalRevenue,TotalOrders,AveragePrice,RevenuePercentage,CumulativeRevenue,ABC_Class,MovementCategory
21181,PLEASE ONE PERSON METAL SIGN,22379,44310.600000000006,1399,2.0730530035335692,0.25502790889914617,14.496530557405416,A,Fast Moving
22386,JUMBO BAG PINK POLKADOT,23572,43319.16,1055,2.0029119850187267,0.24932171512160828,14.745852272527024,A,Fast Moving
22469,HEART OF WICKER SMALL,26193,43316.54,1779,1.6381823174080175,0.24930663581504692,14.995158908342072,A,Fast Moving
21929,JUMBO BAG PINK VINTAGE PAISLEY,24108,43313.9,1228,1.9750485436893204,0.24929144139927525,15.244450349741347,A,Fast Moving
22138,BAKING SET 9 PIECE RETROSPOT ,9035,43070.91,1742,4.9517741015402175,0.2478929220476212,15.492343271788968,A,Fast Moving
21843,RED RETROSPOT CAKE STAND,4298,42862.74,984,10.869421319796954,0.24669480783125905,15.739038079620228,A,Fast Moving
22111,SCOTTIE DOG HOT WATER BOTTLE,9092,42463.200000000004,1457,4.893550577053632,0.24439527113526388,15.983433350755492,A,Fast Moving
21754,HOME BUILDING BLOCK WORD,7231,42453.11,1831,5.963963282937365,0.2443371985386212,16.227770549294114,A,Fast Moving
21731,RED TOADSTOOL LED NIGHT LIGHT,27102,41824.26,1043,1.6490377358490567,0.2407178771908799,16.468488426484992,A,Fast Moving
21175,GIN + TONIC DIET METAL SIGN,19755,40940.78,1385,2.259413027916965,0.23563304293103643,16.704121469416027,A,Fast Moving
22457,NATURAL SLATE HEART CHALKBOARD ,14187,40276.170000000006,1637,2.9584354154032746,0.23180790631511472,16.935929375731142,A,Fast Moving
22326,ROUND SNACK BOXES SET OF4 WOODLAND ,14630,40219.82,1144,2.9324567474048444,0.23148358611483608,17.16741296184598,A,Fast Moving
48138,DOORMAT UNION FLAG,6146,40053.72,874,7.668266818700114,0.23052760412253293,17.39794056596851,A,Fast Moving
82494L,WOODEN FRAME ANTIQUE WHITE ,14368,39909.170000000006,1773,2.8997430167597766,0.22969565230442687,17.627636218272936,A,Fast Moving
20727,LUNCH BAG  BLACK SKULL.,25392,39904.0,1997,1.6399951100244499,0.22966589657354058,17.857302114846476,A,Fast Moving
21915,RED  HARMONICA IN BOX ,35229,39870.65,884,1.2519775280898877,0.2294739519652124,18.086776066811687,A,Fast Moving
71477,COLOUR GLASS. STAR T-LIGHT HOLDER,13874,39822.34,644,3.192735562310031,0.22919590566751122,18.315971972479197,A,Fast Moving
21232,STRAWBERRY CERAMIC TRINKET BOX,33899,39682.67,1818,1.2356750941366326,0.2283920404967407,18.544364012975937,A,Fast Moving
22502,PICNIC BASKET WICKER 60 PIECES,61,39619.5,2,649.5,0.2280284680557185,18.772392481031655,A,Slow Moving
21166,COOK WITH WINE METAL SIGN ,19652,37029.340000000004,1225,1.977408906882591,0.2131209044363089,18.985513385467964,A,Fast Moving
82482,WOODEN PICTURE FRAME WHITE FINISH,15643,37011.1,1658,2.564078947368421,0.2130159248364316,19.198529310304394,A,Fast Moving
20728,LUNCH BAG CARS BLUE,23304,36644.28,1797,1.6495274725274724,0.21090470680863727,19.409434017113032,A,Fast Moving
84078A,SET/4 WHITE RETRO STORAGE CUBES ,1007,36259.65,234,38.497008547008555,0.2086909840289891,19.618125001142023,A,Medium Moving
22629,SPACEBOY LUNCH BOX ,20271,36150.99,1108,1.9303753351206436,0.2080655956889309,19.826190596830955,A,Fast Moving
23284,DOORMAT KEEP CALM AND COME IN,5338,35880.85,648,7.91196319018405,0.20651081558417006,20.032701412415125,A,Fast Moving
23298,SPOTTY BUNTING,7633,35509.55,1003,4.917840236686391,0.20437381309324798,20.237075225508374,A,Fast Moving
85066,CREAM SWEETHEART MINI CHEST,2948,35264.729999999996,809,12.656833740831297,0.20296476124884305,20.440039986757217,A,Fast Moving
20713,JUMBO BAG OWLS,19463,35162.42,920,1.967599569429494,0.20237592008308425,20.642415906840302,A,Fast Moving
48194,DOORMAT HEARTS,5788,35069.4,857,7.629965075669383,0.20184054714555244,20.844256453985853,A,Fast Moving
22114,HOT WATER BOTTLE TEA AND SYMPATHY,8848,34479.62,1298,4.023521772345302,0.1984460916403113,21.042702545626163,A,Fast Moving
22960,JAM MAKING SET WITH JARS,8454,33833.72,903,4.181095132743363,0.194728639690711,21.237431185316876,A,Fast Moving
22328,ROUND SNACK BOXES SET OF 4 FRUITS ,12356,33670.240000000005,985,2.9206344410876133,0.19378773700496918,21.431218922321843,A,Fast Moving
22720,SET OF 3 CAKE TINS PANTRY DESIGN ,7010,33298.3,1146,4.953637152777778,0.19164705101931453,21.622865973341156,A,Fast Moving
20726,LUNCH BAG WOODLAND,20916,33004.76,1585,1.6512445550715618,0.1899575931383954,21.81282356647955,A,Fast Moving
22197,SMALL POPCORN HOLDER,42955,32505.93,1039,0.8353918791312559,0.18708659676741055,21.999910163246962,A,Fast Moving
22699,ROSES REGENCY TEACUP AND SAUCER ,11939,32470.65,1056,2.915397567820393,0.18688354412027955,22.186793707367244,A,Fast Moving
20725,LUNCH BAG RED RETROSPOT,20294,32137.5,1520,1.656367771280052,0.18496611244817965,22.371759819815423,A,Fast Moving
84029E,RED WOOLLY HOTTIE WHITE HEART.,9259,31876.47,956,3.784886128364389,0.18346376458875224,22.555223584404175,A,Fast Moving
20685,DOORMAT RED RETROSPOT,4806,31864.2,758,7.739288537549407,0.18339314508817692,22.738616729492353,A,Fast Moving
21755,LOVE BUILDING BLOCK WORD,5367,31590.41,1485,5.9658432934926955,0.18181735755251957,22.92043408704487,A,Fast Moving
48187,DOORMAT NEW ENGLAND,5146,31461.34,728,7.720205479452055,0.1810745002632567,23.10150858730813,A,Fast Moving
22630,DOLLY GIRL LUNCH BOX,17340,30921.64,998,1.9443280632411066,0.17796827822083638,23.279476865528963,A,Fast Moving
22727,ALARM CLOCK BAKELIKE RED ,8512,30703.09,1144,3.7613965517241383,0.17671042232428097,23.456187287853243,A,Fast Moving
85152,HAND OVER THE CHOCOLATE   SIGN ,16146,30615.930000000004,1300,2.081425304878049,0.17620877638539392,23.632396064238637,A,Fast Moving
82486,WOOD S/3 CABINET ANT WHITE FINISH,3913,30363.75,1002,8.026528599605522,0.17475736435156483,23.8071534285902,A,Fast Moving
22382,LUNCH BAG SPACEBOY DESIGN ,18834,30131.7,1874,1.6465396825396825,0.173421809737995,23.980575238328196,A,Fast Moving
22385,JUMBO BAG SPACEBOY DESIGN,16383,29810.15,971,1.979439918533605,0.1715711414079223,24.15214637973612,A,Fast Moving
21523,DOORMAT FANCY FONT HOME SWEET HOME,4825,29691.95,572,7.738181818181817,0.1708908459745073,24.323037225710628,A,Fast Moving
48185,DOORMAT FAIRY CAKE,4760,29116.96,420,7.754893111638955,0.16758151373035077,24.49061873944098,A,Fast Moving
20712,JUMBO BAG WOODLAND ANIMALS,15709,29105.5,915,1.9862594594594594,0.16751555615279634,24.658134295593776,A,Fast Moving
15036,ASSORTED COLOURS SILK FAN,40994,28766.32,634,0.7659527559055118,0.16556341905376332,24.82369771464754,A,Fast Moving
47590B,PINK HAPPY BIRTHDAY BUNTING,5652,28581.4,810,5.4121349693251535,0.16449911929448158,24.988196833942023,A,Fast Moving
20679,EDWARDIAN PARASOL RED,6029,28557.920000000002,622,5.819614767255216,0.1643639810814817,25.152560815023506,A,Fast Moving
20914,SET/5 RED SPOTTY LID GLASS BOWLS,10526,28513.300000000003,787,2.9024405506883606,0.1641071724330978,25.316667987456604,A,Fast Moving
82483,WOOD 2 DRAWER CABINET WHITE FINISH,4774,27952.22,1053,6.194406779661017,0.16087789864476876,25.477545886101375,A,Fast Moving
22379,RECYCLING BAG RETROSPOT ,14259,27893.78,1013,2.09366927592955,0.16054154953200417,25.63808743563338,A,Fast Moving
22139,RETROSPOT TEA SET CERAMIC 11 PC ,5745,27595.33,1145,4.975026086956522,0.15882383233993388,25.796911267973314,A,Fast Moving
22865,HAND WARMER OWL DESIGN,13675,27514.63,1058,2.1029791099000907,0.15835936667600334,25.955270634649317,A,Fast Moving
22188,BLACK HEART CARD HOLDER,10255,27324.45,487,3.838258196721312,0.15726479319438855,26.112535427843707,A,Fast Moving
22622,BOX OF VINTAGE ALPHABET BLOCKS,2833,27251.26,511,10.414902723735407,0.15684355103896008,26.269378978882667,A,Fast Moving
20725,LUNCH BAG RED SPOTTY,17456,27237.6,1059,1.6314392523364485,0.15676493144826253,26.42614391033093,A,Fast Moving
22666,RECIPE BOX PANTRY YELLOW DESIGN,9600,27222.52,1277,2.953152594887684,0.1566781391036272,26.582822049434554,A,Fast Moving
22077,6 RIBBONS RUSTIC CHARM,16026,27031.04,1361,1.7178992805755398,0.15557608352333696,26.73839813295789,A,Fast Moving
21928,JUMBO BAG SCANDINAVIAN PAISLEY,15358,26847.1,721,1.914484181568088,0.1545174241153644,26.892915557073255,A,Fast Moving
22659,LUNCH BOX I LOVE LONDON,15156,26596.719999999998,763,1.925752551020408,0.15307637191047055,27.045991928983725,A,Fast Moving
23245,SET OF 3 REGENCY CAKE TINS,5844,26566.280000000002,718,4.932690707350902,0.15290117569225442,27.198893104675978,A,Fast Moving
23199,JUMBO BAG APPLES,13875,26426.3,718,2.0620027624309394,0.15209552632872284,27.3509886310047,A,Fast Moving
21977,PACK OF 60 PINK PAISLEY CAKE CASES,54592,26407.35,1578,0.5449906425452278,0.15198646035187666,27.50297509135658,A,Fast Moving
22467,GUMBALL COAT RACK,11460,26149.13,928,2.497053191489362,0.1505002853365093,27.653475376693088,A,Fast Moving
22492,MINI PAINT SET VINTAGE ,41507,25900.19,618,0.6521359223300971,0.14906752099476367,27.80254289768785,A,Fast Moving
72741,GRAND CHOCOLATECANDLE,19284,25895.4,823,1.421912832929782,0.14903995233887488,27.951582850026725,A,Fast Moving
84991,60 TEATIME FAIRY CAKE CASES,52828,25785.92,1765,0.5432928847214562,0.14840984452119063,28.099992694547915,A,Fast Moving
22752,SET 7 BABUSHKA NESTING BOXES,3273,25620.99,577,8.411470085470086,0.1474605964176954,28.24745329096561,A,Fast Moving
22726,ALARM CLOCK BAKELIKE GREEN,6713,24898.96,1041,3.781159695817491,0.14330498125873906,28.39075827222435,A,Fast Moving
22386,JUMBO BAG PINK WITH WHITE SPOTS,13766,24450.6,712,1.9206675938803894,0.14072446298017768,28.531482735204527,A,Fast Moving
85099B,JUMBO BAG RED WHITE SPOTTY ,13879,24323.85,465,1.9092356687898089,0.13999495835932024,28.671477693563848,A,Fast Moving
23355,HOT WATER BOTTLE KEEP CALM,5313,24302.55,719,4.866142270861833,0.13987236705025305,28.8113500606141,A,Fast Moving
47566B,TEA TIME PARTY BUNTING,5612,24255.3,655,4.725340393343419,0.13960042154070265,28.950950482154802,A,Fast Moving
22149,FELTCRAFT 6 FLOWER FRIENDS,12174,24248.29,1189,2.0936026380873867,0.13956007576246035,29.090510557917263,A,Fast Moving
48138,DOOR MAT UNION FLAG,3733,24216.23,637,7.056379310344828,0.13937555569820245,29.229886113615464,A,Fast Moving
23201,JUMBO BAG ALPHABET,12533,24160.44,752,2.0582430647291945,0.13905445855581477,29.36894057217128,A,Fast Moving
22624,IVORY KITCHEN SCALES,2916,24137.48,1065,8.530816135084429,0.13892231318228507,29.507862885353564,A,Fast Moving
84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,105185,24098.03,920,0.2619978284473398,0.13869526026478743,29.64655814561835,A,Fast Moving
20972,PINK CREAM FELT CRAFT TRINKET BOX ,20064,23812.52,1224,1.2567366720516961,0.13705201873184059,29.78361016435019,A,Fast Moving
37503,TEA TIME CAKE STAND IN GIFT BOX,2384,23784.8,465,10.618497854077253,0.13689247736623766,29.92050264171643,A,Fast Moving
84755,COLOUR GLASS T-LIGHT HOLDER HANGING,39259,23598.510000000002,1100,0.6429443447037702,0.1358202926260441,30.05632293434247,A,Fast Moving
20971,PINK BLUE FELT CRAFT TRINKET BOX,20500,23554.3,1003,1.2539292730844793,0.1355658437164732,30.191888778058946,A,Fast Moving
47590A,BLUE HAPPY BIRTHDAY BUNTING,4681,23531.47,633,5.431876971608832,0.1354344465528111,30.327323224611757,A,Fast Moving
22697,GREEN REGENCY TEACUP AND SAUCER,8500,23507.24,933,2.928878306878307,0.13529499174442153,30.462618216356177,A,Fast Moving
22866,HAND WARMER SCOTTY DOG DESIGN,11667,23436.660000000003,939,2.0897154471544717,0.13488877134094918,30.597506987697127,A,Fast Moving
22197,POPCORN HOLDER,30919,23417.51,632,0.8432312404287902,0.13477855427199908,30.732285541969127,A,Fast Moving
84836,ZINC METAL HEART DECORATION,19328,23331.43,1244,1.2495665878644602,0.1342831242304732,30.8665686661996,A,Fast Moving
21108,FAIRY CAKE FLANNEL ASSORTED COLOUR,12532,23322.62,408,1.9980487804878047,0.13423241862329563,31.000801084822896,A,Fast Moving
22551,PLASTERS IN TIN SPACEBOY,14623,23194.95,1156,1.6505128205128203,0.13349761897876014,31.134298703801658,A,Fast Moving
21485,RETROSPOT HEART HOT WATER BOTTLE,4895,23085.53,815,4.938075060532688,0.13286785648870708,31.267166560290367,A,Fast Moving
22507,MEMO BOARD RETROSPOT  DESIGN,5208,23083.44,737,4.923924221921516,0.13285582757622116,31.40002238786659,A,Fast Moving
22084,PAPER CHAIN KIT EMPIRE,8437,23049.95,704,2.906381486676017,0.13266307720342024,31.53268546507001,A,Fast Moving
23173,REGENCY TEAPOT ROSES ,2662,23033.52,354,9.70313725490196,0.13256851498708344,31.665253980057095,A,Fast Moving
82583,HOT BATHS METAL SIGN,11797,23010.120000000003,820,2.0745758661887694,0.13243383721092516,31.79768781726802,A,Fast Moving
71459,HANGING JAM JAR T-LIGHT HOLDER,29255,22805.99,815,0.8305875152998776,0.13125897505506218,31.92894679232308,A,Fast Moving
21930,JUMBO STORAGE BAG SKULLS,12305,22795.28,997,1.9759742828882294,0.1311973340728974,32.060144126395976,A,Fast Moving
22158,3 HEARTS HANGING DECORATION RUSTIC,7982,22471.86,646,2.9539024390243904,0.12933590303165304,32.18948002942763,A,Fast Moving
22961,JAM MAKING SET PRINTED,15867,22328.95,903,1.4706291390728476,0.1285133901687991,32.31799341959643,A,Fast Moving
22867,HAND WARMER BIRD DESIGN,11000,22168.33,907,2.1004264392324092,0.1275889481001433,32.44558236769657,A,Fast Moving
23243,SET OF TEA COFFEE SUGAR TINS PANTRY,4658,22109.079999999998,385,4.887694300518135,0.1272479370643578,32.57283030476093,A,Fast Moving
82600,NO SINGING METAL SIGN,11194,22097.04,970,2.0697643442622953,0.12717864131970202,32.70000894608063,A,Fast Moving
84978,HANGING HEART JAR T-LIGHT HOLDER,19012,22079.739999999998,1087,1.2278837420526794,0.12707907185271317,32.82708801793334,A,Fast Moving
22383,LUNCH BAG SUKI  DESIGN ,13896,22026.4,1073,1.6415750915750915,0.12677207558859852,32.95386009352194,A,Fast Moving
21212,PACK OF 72 RETRO SPOT CAKE CASES,45129,21838.23,1160,0.5364412510566356,0.12568907058262807,33.07954916410457,A,Fast Moving
21231,SWEETHEART CERAMIC TRINKET BOX,18488,21793.25,1171,1.2468948247078464,0.12543018996845712,33.204979354073025,A,Fast Moving
21481,FAWN BLUE HOT WATER BOTTLE,7526,21779.5,834,3.1203333333333334,0.12535105238631283,33.33033040645934,A,Fast Moving
20914,SET/5 RED RETROSPOT LID GLASS BOWLS,7709,21682.030000000002,1003,2.9468297455968693,0.12479006764946883,33.45512047410881,A,Fast Moving
21212,PACK OF 72 RETROSPOT CAKE CASES,44721,21551.8,1348,0.5452838427947598,0.1240405340260032,33.57916100813481,A,Fast Moving
84946,ANTIQUE SILVER TEA GLASS ETCHED,18604,21540.440000000002,789,1.227171464330413,0.12397515199450072,33.70313616012931,A,Fast Moving
22734,SET OF 6 RIBBONS VINTAGE CHRISTMAS,8849,21490.170000000002,599,2.7292532467532467,0.12368582499418115,33.826821985123495,A,Fast Moving
22171,3 HOOK PHOTO SHELF ANTIQUE WHITE,2999,21458.42,544,8.376727941176469,0.1235030891226843,33.95032507424618,A,Fast Moving
22835,HOT WATER BOTTLE I AM SO POORLY,4638,21398.28,815,4.77002444987775,0.12315695572703643,34.07348202997321,A,Fast Moving
22728,ALARM CLOCK BAKELIKE PINK,5833,21369.98,772,3.777695262483995,0.12299407619433214,34.196476106167545,A,Fast Moving
22087,PAPER BUNTING WHITE LACE,7752,21336.350000000002,663,2.891445427728614,0.12280052005705852,34.3192766262246,A,Fast Moving
84406B,CREAM CUPID HEARTS COAT HANGER,6682,21256.0,724,3.38114010989011,0.12233806880430981,34.44161469502891,A,Fast Moving
20749,ASSORTED COLOUR MINI CASES,2972,21169.64,726,7.783772290809328,0.12184102723383838,34.56345572226275,A,Fast Moving
22607,WOODEN ROUNDERS GARDEN SET ,2406,20978.47,643,9.09470588235294,0.12074075584630924,34.68419647810906,A,Fast Moving
22113,GREY HEART HOT WATER BOTTLE,5623,20977.78,913,3.870615711252654,0.12073678457855072,34.80493326268761,A,Fast Moving
22556,PLASTERS IN TIN CIRCUS PARADE ,13112,20950.16,1100,1.6515714285714285,0.12057781875899976,34.925511081446615,A,Fast Moving
22090,PAPER BUNTING RETROSPOT,7632,20933.24,658,2.9078280542986428,0.12048043636700839,35.045991517813626,A,Fast Moving
23202,JUMBO BAG VINTAGE LEAF,10695,20921.55,772,2.078562259306804,0.12041315503353442,35.16640467284716,A,Fast Moving
84029G,KNITTED UNION FLAG HOT WATER BOTTLE,5724,20838.9,758,3.8243483870967743,0.1199374662215907,35.28634213906875,A,Fast Moving
22605,WOODEN CROQUET GARDEN SET,1710,20813.809999999998,548,13.36233151183971,0.11979306171715426,35.406135200785904,A,Medium Moving
22090,PAPER BUNTING RETRO SPOTS,7595,20723.25,607,2.9139837398373984,0.11927184721250061,35.52540704799841,A,Fast Moving
23203,JUMBO BAG VINTAGE DOILY ,10620,20641.4,621,2.061926751592357,0.11880076276897256,35.64420781076738,A,Fast Moving
21314,SMALL GLASS HEART TRINKET POT,10447,20588.260000000002,711,2.086136680613668,0.11849491759696178,35.76270272836434,A,Fast Moving
22722,SET OF 6 SPICE TINS PANTRY DESIGN,5366,20506.300000000003,654,3.9170180722891565,0.11802320005277656,35.880725928417114,A,Fast Moving
22554,PLASTERS IN TIN WOODLAND ANIMALS,12824,20471.68,1097,1.6482718271827181,0.1178239460095885,35.9985498744267,A,Fast Moving
22698,PINK REGENCY TEACUP AND SAUCER,7408,20329.640000000003,746,2.925139813581891,0.11700644039738659,36.11555631482409,A,Fast Moving
48184,DOORMAT ENGLISH ROSE ,3158,20298.8,464,7.711163793103449,0.11682894199496255,36.23238525681905,A,Fast Moving
20711,JUMBO BAG TOYS ,11326,20283.78,671,1.9533382789317506,0.11674249497795836,36.349127751797006,A,Fast Moving
22969,HOMEMADE JAM SCENTED CANDLES,14012,20204.8,577,1.4492720970537263,0.1162879287061215,36.46541568050313,A,Fast Moving
37449,CERAMIC CAKE STAND + HANGING CAKES,2277,20204.579999999998,410,9.582457420924573,0.1162866625048072,36.58170234300793,A,Fast Moving
21790,VINTAGE SNAP CARDS,25120,19957.34,1480,0.8475531914893617,0.11486368244594489,36.696566025453876,A,Fast Moving
22585,PACK OF 6 BIRDY GIFT TAGS,16784,19950.85,950,1.2484327603640042,0.11482632950717275,36.81139235496105,A,Fast Moving
22139,RETRO SPOT TEA SET CERAMIC 11 PC ,4304,19921.27,692,4.89958393113343,0.11465608298500342,36.92604843794605,A,Fast Moving
84970S,HANGING HEART ZINC T-LIGHT HOLDER,25389,19821.96,1141,0.8483304347826086,0.11408450820080338,37.040132946146855,A,Fast Moving
22083,PAPER CHAIN KIT RETRO SPOT,7351,19804.550000000003,490,2.897267206477733,0.11398430563315741,37.154117251780015,A,Fast Moving
22617,BAKING SET SPACEBOY DESIGN,4165,19719.21,883,4.9832170978627675,0.11349313463241598,37.26761038641243,A,Fast Moving
22294,HEART FILIGREE DOVE  SMALL,16260,19686.6,707,1.2456292286874153,0.11330544906487229,37.3809158354773,A,Fast Moving
22941,CHRISTMAS LIGHTS 10 REINDEER,2487,19590.9,406,8.442137592137591,0.11275465149314798,37.49367048697045,A,Fast Moving
22273,FELTCRAFT DOLL MOLLY,7203,19332.93,701,2.947116736990155,0.11126991534291049,37.60494040231336,A,Fast Moving
22570,FELTCRAFT CUSHION RABBIT,5420,19282.55,677,3.7321617647058822,0.11097995524193376,37.71592035755529,A,Fast Moving
21524,DOORMAT SPOTTY HOME SWEET HOME,2671,19215.5,636,7.825094339622642,0.11059405161409554,37.826514409169384,A,Fast Moving
48188,DOORMAT WELCOME PUPPIES,3345,19178.670000000002,368,7.803179347826087,0.11038207800315922,37.93689648717255,A,Fast Moving
22625,RED KITCHEN SCALES,2360,19149.63,781,8.440307298335467,0.11021493942967046,38.047111426602214,A,Fast Moving
21791,VINTAGE HEADS AND TAILS CARD GAME ,16199,19147.65,1050,1.2553514526710403,0.11020354361784168,38.15731497022006,A,Fast Moving
22568,FELTCRAFT CUSHION OWL,5312,19128.13,771,3.759832041343669,0.11009119702849936,38.26740616724856,A,Fast Moving
22569,FELTCRAFT CUSHION BUTTERFLY,5357,18865.21,679,3.730334302325581,0.10857797134868993,38.375984138597246,A,Fast Moving
22413,METAL SIGN TAKE IT OR LEAVE IT ,6814,18863.02,766,2.942393272962484,0.10856536689015206,38.4845495054874,A,Fast Moving
85150,LADIES & GENTLEMEN METAL SIGN,8078,18847.98,889,2.5220805369127515,0.10847880476393748,38.59302831025134,A,Fast Moving
22693,GROW A FLYTRAP OR SUNFLOWER IN TIN,17242,18798.98,281,1.2356028368794325,0.10819678719847779,38.70122509744982,A,Fast Moving
22501,PICNIC BASKET WICKER LARGE,2055,18794.25,497,9.797122736418512,0.10816956387022016,38.80939466132004,A,Fast Moving
85048,15CM CHRISTMAS GLASS BALL 20 LIGHTS,2525,18618.75,432,7.75091533180778,0.10715948054903289,38.91655414186908,A,Fast Moving
21622,VINTAGE UNION JACK CUSHION COVER,3517,18495.47,550,4.949712230215828,0.1064499473761784,39.023004089245255,A,Fast Moving
22558,CLOTHES PEGS RETROSPOT PACK 24 ,13410,18411.74,1017,1.4597565725413828,0.1059680426668735,39.12897213191213,A,Fast Moving
21213,PACK OF 72 SKULL CAKE CASES,38530,18319.18,1156,0.5392444821731749,0.10543531724118067,39.23440744915331,A,Fast Moving
22499,WOODEN UNION JACK BUNTING,3165,18251.280000000002,632,5.9413679245283015,0.10504452147190081,39.33945197062521,A,Fast Moving
23206,LUNCH BAG APPLE DESIGN,11530,18220.5,866,1.6413439635535307,0.10486736839710796,39.44431933902232,A,Fast Moving
22384,LUNCH BAG PINK POLKADOT,11392,18207.2,1101,1.651290322580645,0.10479082077219748,39.549110159794516,A,Fast Moving
21908,CHOCOLATE THIS WAY METAL SIGN,9396,18041.24,801,2.107663782447466,0.10383564454436707,39.652945804338884,A,Fast Moving
84949,SILVER HANGING T-LIGHT HOLDER,11635,18001.35,612,1.632958199356913,0.10360605922424078,39.756551863563125,A,Fast Moving
21340,CLASSIC METAL BIRDCAGE PLANT HOLDER,1702,17888.71,383,12.110182291666666,0.10295776415131466,39.85950962771444,A,Medium Moving
22561,WOODEN SCHOOL COLOURING SET,11158,17861.22,838,1.6494392523364485,0.10279954654163127,39.96230917425607,A,Fast Moving
21174,POTTERING IN THE SHED METAL SIGN,9247,17814.51,855,1.9918013856812935,0.10253070898076143,40.06483988323683,A,Fast Moving
22555,PLASTERS IN TIN STRONGMAN,11048,17664.44,856,1.6477445339470655,0.10166698702058721,40.166506870257415,A,Fast Moving
22456,NATURAL SLATE CHALKBOARD LARGE ,4016,17637.16,595,4.880536912751678,0.10150997805761293,40.26801684831503,A,Fast Moving
