ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2010-01-07,23239.52904131848,13812.823773932307,46246.80876237173,23239.52904131848,23239.52904131848,5935.9178929867085,5935.9178929867085,5935.9178929867085,12589.557408802597,12589.557408802597,12589.557408802597,-6653.6395158158875,-6653.6395158158875,-6653.6395158158875,0.0,0.0,0.0,29175.44693430519
2010-01-08,23236.101553445238,6023.558048439034,36294.27918551652,23236.101553445238,23236.101553445238,-2117.312121525903,-2117.312121525903,-2117.312121525903,3563.249746753943,3563.249746753943,3563.249746753943,-5680.561868279846,-5680.561868279846,-5680.561868279846,0.0,0.0,0.0,21118.789431919336
2010-01-10,23229.246577698756,-1487.7775221215704,28409.55422464967,23229.246577698756,23229.246577698756,-9801.100258868664,-9801.100258868664,-9801.100258868664,-5950.734482127778,-5950.734482127778,-5950.734482127778,-3850.3657767408854,-3850.3657767408854,-3850.3657767408854,0.0,0.0,0.0,13428.146318830091
2010-01-11,23225.819089825512,9849.222091403231,41962.03971708925,23225.819089825512,23225.819089825512,2595.87052096451,2595.87052096451,2595.87052096451,5637.336082773347,5637.336082773347,5637.336082773347,-3041.465561808836,-3041.465561808836,-3041.465561808836,0.0,0.0,0.0,25821.68961079002
2010-01-12,23222.39160195227,12946.616596398575,44009.50461173912,23222.39160195227,23222.39160195227,5931.529962251227,5931.529962251227,5931.529962251227,8263.268564198239,8263.268564198239,8263.268564198239,-2331.738601947012,-2331.738601947012,-2331.738601947012,0.0,0.0,0.0,29153.921564203498
2010-01-13,23218.964114079026,11541.727400180267,41034.49549169765,23218.964114079026,23218.964114079026,3625.584542967497,3625.584542967497,3625.584542967497,5364.46005888429,5364.46005888429,5364.46005888429,-1738.8755159167933,-1738.8755159167933,-1738.8755159167933,0.0,0.0,0.0,26844.548657046522
2010-01-14,23215.536626205787,19096.541427722324,50060.22491402905,23215.536626205787,23215.536626205787,11312.365816385036,11312.365816385036,11312.365816385036,12589.557408795134,12589.557408795134,12589.557408795134,-1277.1915924100988,-1277.1915924100988,-1277.1915924100988,0.0,0.0,0.0,34527.90244259082
2010-01-15,23212.109138332544,9085.946365318297,40267.08486366287,23212.109138332544,23212.109138332544,2605.938526987645,2605.938526987645,2605.938526987645,3563.2497467382514,3563.2497467382514,3563.2497467382514,-957.3112197506061,-957.3112197506061,-957.3112197506061,0.0,0.0,0.0,25818.047665320188
2010-01-17,23205.25416258606,1263.3381390612165,31054.68734772738,23205.25416258606,23205.25416258606,-6716.537763908247,-6716.537763908247,-6716.537763908247,-5950.7344821551405,-5950.7344821551405,-5950.7344821551405,-765.8032817531063,-765.8032817531063,-765.8032817531063,0.0,0.0,0.0,16488.716398677814
2010-01-18,23201.82667471282,13586.36334925346,42532.19552289165,23201.82667471282,23201.82667471282,4741.803099212545,4741.803099212545,4741.803099212545,5637.3360827852575,5637.3360827852575,5637.3360827852575,-895.5329835727123,-895.5329835727123,-895.5329835727123,0.0,0.0,0.0,27943.629773925364
2010-01-19,23198.399186839575,14930.3788855984,43726.79139381023,23198.399186839575,23198.399186839575,7093.398775264023,7093.398775264023,7093.398775264023,8263.26856421967,8263.26856421967,8263.26856421967,-1169.8697889556474,-1169.8697889556474,-1169.8697889556474,0.0,0.0,0.0,30291.7979621036
2010-01-20,23194.971698966336,12285.747402655645,42358.51705264393,23194.971698966336,23194.971698966336,3784.6502311491568,3784.6502311491568,3784.6502311491568,5364.460058921239,5364.460058921239,5364.460058921239,-1579.8098277720821,-1579.8098277720821,-1579.8098277720821,0.0,0.0,0.0,26979.621930115492
2010-01-21,23191.544211093093,19292.242380103424,48715.412522905164,23191.544211093093,23191.544211093093,10476.647118927092,10476.647118927092,10476.647118927092,12589.557408787668,12589.557408787668,12589.557408787668,-2112.9102898605765,-2112.9102898605765,-2112.9102898605765,0.0,0.0,0.0,33668.191330020185
2010-01-22,23188.11672321985,7115.11564531172,38178.23425375043,23188.11672321985,23188.11672321985,809.5779528870813,809.5779528870813,809.5779528870813,3563.24974675649,3563.24974675649,3563.24974675649,-2753.671793869408,-2753.671793869408,-2753.671793869408,0.0,0.0,0.0,23997.69467610693
2010-01-24,23181.261747473367,-899.3366660296273,28720.507239264745,23181.261747473367,23181.261747473367,-10234.447054712826,-10234.447054712826,-10234.447054712826,-5950.734482146923,-5950.734482146923,-5950.734482146923,-4283.712572565901,-4283.712572565901,-4283.712572565901,0.0,0.0,0.0,12946.814692760541
2010-01-25,23177.834259600128,8153.645407857464,38100.65992339208,23177.834259600128,23177.834259600128,506.1966063842619,506.1966063842619,506.1966063842619,5637.33608279717,5637.33608279717,5637.33608279717,-5131.139476412908,-5131.139476412908,-5131.139476412908,0.0,0.0,0.0,23684.03086598439
2010-01-26,23174.406777750777,10852.532265546977,42112.37712906106,23174.406777750777,23174.406777750777,2259.57225856871,2259.57225856871,2259.57225856871,8263.268564204536,8263.268564204536,8263.268564204536,-6003.696305635827,-6003.696305635827,-6003.696305635827,0.0,0.0,0.0,25433.979036319488
2010-01-27,23170.979295901427,6976.712028260783,37249.31550583058,23170.979295901427,23170.979295901427,-1514.0583117888661,-1514.0583117888661,-1514.0583117888661,5364.460058877415,5364.460058877415,5364.460058877415,-6878.518370666281,-6878.518370666281,-6878.518370666281,0.0,0.0,0.0,21656.92098411256
2010-01-28,23167.551814052076,12386.999171016238,42680.563394654084,23167.551814052076,23167.551814052076,4856.48151028443,4856.48151028443,4856.48151028443,12589.557408814271,12589.557408814271,12589.557408814271,-7733.075898529842,-7733.075898529842,-7733.075898529842,0.0,0.0,0.0,28024.033324336506
2010-01-29,23164.124332202726,2135.3554377390865,33661.276088631836,23164.124332202726,23164.124332202726,-4982.524635162699,-4982.524635162699,-4982.524635162699,3563.2497467407993,3563.2497467407993,3563.2497467407993,-8545.774381903499,-8545.774381903499,-8545.774381903499,0.0,0.0,0.0,18181.599697040027
2010-01-31,23157.269368504018,-8308.596122803892,21611.122002973494,23157.269368504018,23157.269368504018,-15917.975542822296,-15917.975542822296,-15917.975542822296,-5950.734482119943,-5950.734482119943,-5950.734482119943,-9967.241060702354,-9967.241060702354,-9967.241060702354,0.0,0.0,0.0,7239.2938256817215
2010-02-01,23153.841886654667,2997.7851627206064,34074.77981439349,23153.841886654667,23153.841886654667,-4904.997419879244,-4904.997419879244,-4904.997419879244,5637.336082809081,5637.336082809081,5637.336082809081,-10542.333502688325,-10542.333502688325,-10542.333502688325,0.0,0.0,0.0,18248.844466775423
2010-02-02,23150.414404805317,5747.025573363157,36053.571768533366,23150.414404805317,23150.414404805317,-2745.7805925982866,-2745.7805925982866,-2745.7805925982866,8263.26856424472,8263.26856424472,8263.26856424472,-11009.049156843006,-11009.049156843006,-11009.049156843006,0.0,0.0,0.0,20404.63381220703
2010-02-03,23146.986922955966,1331.6712481474617,31305.19707653822,23146.986922955966,23146.986922955966,-5993.326588806634,-5993.326588806634,-5993.326588806634,5364.460058893811,5364.460058893811,5364.460058893811,-11357.786647700445,-11357.786647700445,-11357.786647700445,0.0,0.0,0.0,17153.660334149332
2010-02-04,23143.559441106616,8918.472146418782,39749.50261220293,23143.559441106616,23143.559441106616,1007.261358468912,1007.261358468912,1007.261358468912,12589.557408770595,12589.557408770595,12589.557408770595,-11582.296050301684,-11582.296050301684,-11582.296050301684,0.0,0.0,0.0,24150.82079957553
2010-02-05,23140.131959257265,-1150.751470017262,30545.02064636307,23140.131959257265,23140.131959257265,-8116.536892621029,-8116.536892621029,-8116.536892621029,3563.249746725108,3563.249746725108,3563.249746725108,-11679.786639346137,-11679.786639346137,-11679.786639346137,0.0,0.0,0.0,15023.595066636237
2010-02-07,23133.27699555856,-9232.621916278204,21801.476209178032,23133.27699555856,23133.27699555856,-17450.541305065915,-17450.541305065915,-17450.541305065915,-5950.734482147307,-5950.734482147307,-5950.734482147307,-11499.806822918608,-11499.806822918608,-11499.806822918608,0.0,0.0,0.0,5682.7356904926455
2010-02-08,23129.84951370921,840.7954900246108,32129.958440598006,23129.84951370921,23129.84951370921,-5596.322777206603,-5596.322777206603,-5596.322777206603,5637.336082778677,5637.336082778677,5637.336082778677,-11233.65885998528,-11233.65885998528,-11233.65885998528,0.0,0.0,0.0,17533.52673650261
2010-02-09,23126.42203185986,4677.343395602203,36762.594987831035,23126.42203185986,23126.42203185986,-2599.4206744065873,-2599.4206744065873,-2599.4206744065873,8263.268564229587,8263.268564229587,8263.268564229587,-10862.689238636174,-10862.689238636174,-10862.689238636174,0.0,0.0,0.0,20527.00135745327
2010-02-10,23122.99455001051,1817.4867808063304,32607.55423855469,23122.99455001051,23122.99455001051,-5035.222763337344,-5035.222763337344,-5035.222763337344,5364.460058869818,5364.460058869818,5364.460058869818,-10399.682822207162,-10399.682822207162,-10399.682822207162,0.0,0.0,0.0,18087.771786673165
2010-02-11,23119.56706816116,10439.108447342891,41128.303478406204,23119.56706816116,23119.56706816116,2729.9578429645544,2729.9578429645544,2729.9578429645544,12589.557408799343,12589.557408799343,12589.557408799343,-9859.599565834787,-9859.599565834787,-9859.599565834787,0.0,0.0,0.0,25849.524911125714
2010-02-12,23116.13958631181,2744.276967562071,32586.4424233227,23116.13958631181,23116.13958631181,-5695.856319894575,-5695.856319894575,-5695.856319894575,3563.2497467094163,3563.2497467094163,3563.2497467094163,-9259.10606660399,-9259.10606660399,-9259.10606660399,0.0,0.0,0.0,17420.283266417235
2010-02-14,23109.284622613108,-7023.589539884526,23713.525557636913,23109.284622613108,23109.284622613108,-13899.739740262994,-13899.739740262994,-13899.739740262994,-5950.734482129707,-5950.734482129707,-5950.734482129707,-7949.005258133285,-7949.005258133285,-7949.005258133285,0.0,0.0,0.0,9209.544882350114
2010-02-15,23105.857140763757,5850.018254652028,35996.98404116622,23105.857140763757,23105.857140763757,-1639.2290889897781,-1639.2290889897781,-1639.2290889897781,5637.336082816084,5637.336082816084,5637.336082816084,-7276.5651718058625,-7276.5651718058625,-7276.5651718058625,0.0,0.0,0.0,21466.62805177398
2010-02-16,23102.4296589144,9100.246852768736,40153.102070440815,23102.4296589144,23102.4296589144,1646.3051775347935,1646.3051775347935,1646.3051775347935,8263.268564196642,8263.268564196642,8263.268564196642,-6616.963386661847,-6616.963386661847,-6616.963386661847,0.0,0.0,0.0,24748.73483644919
2010-02-17,23099.002180520336,7662.926167901243,37706.02158325413,23099.002180520336,23099.002180520336,-623.0140288153989,-623.0140288153989,-623.0140288153989,5364.460058926604,5364.460058926604,5364.460058926604,-5987.474087742003,-5987.474087742003,-5987.474087742003,0.0,0.0,0.0,22475.988151704936
2010-02-18,23095.57470212627,14755.966953902973,45547.92473044196,23095.57470212627,23095.57470212627,7185.61284895184,7185.61284895184,7185.61284895184,12589.557408825947,12589.557408825947,12589.557408825947,-5403.944559874106,-5403.944559874106,-5403.944559874106,0.0,0.0,0.0,30281.18755107811
2010-02-19,23092.1472237322,6826.852327908591,36936.32577120477,23092.1472237322,23092.1472237322,-1317.111126764887,-1317.111126764887,-1317.111126764887,3563.2497467276557,3563.2497467276557,3563.2497467276557,-4880.360873492543,-4880.360873492543,-4880.360873492543,0.0,0.0,0.0,21775.036096967313
2010-02-21,23085.29226694407,-2278.3575177886005,27970.320785925756,23085.29226694407,23085.29226694407,-10008.236513520165,-10008.236513520165,-10008.236513520165,-5950.734482102728,-5950.734482102728,-5950.734482102728,-4057.5020314174367,-4057.5020314174367,-4057.5020314174367,0.0,0.0,0.0,13077.055753423905
2010-02-22,23081.864788550003,9705.11031346586,40321.94410942509,23081.864788550003,23081.864788550003,1863.436350109172,1863.436350109172,1863.436350109172,5637.3360828025025,5637.3360828025025,5637.3360828025025,-3773.8997326933295,-3773.8997326933295,-3773.8997326933295,0.0,0.0,0.0,24945.301138659175
2010-02-23,23078.437310155936,13015.971763835067,42143.97553104288,23078.437310155936,23078.437310155936,4682.039723040777,4682.039723040777,4682.039723040777,8263.268564200256,8263.268564200256,8263.268564200256,-3581.2288411594795,-3581.2288411594795,-3581.2288411594795,0.0,0.0,0.0,27760.477033196712
2010-02-24,23075.00983176187,10762.749198849235,39850.52446644791,23075.00983176187,23075.00983176187,1884.3557559698052,1884.3557559698052,1884.3557559698052,5364.460058882779,5364.460058882779,5364.460058882779,-3480.1043029129737,-3480.1043029129737,-3480.1043029129737,0.0,0.0,0.0,24959.365587731674
2010-02-25,23071.582353367805,16268.588713041965,46568.525034215534,23071.582353367805,23071.582353367805,9121.323798569005,9121.323798569005,9121.323798569005,12589.557408818482,12589.557408818482,12589.557408818482,-3468.233610249477,-3468.233610249477,-3468.233610249477,0.0,0.0,0.0,32192.90615193681
2010-02-26,23068.154874973734,8350.400173981057,38522.837046667024,23068.154874973734,23068.154874973734,22.708207037846762,22.708207037846762,22.708207037846762,3563.249746736832,3563.249746736832,3563.249746736832,-3540.541539698985,-3540.541539698985,-3540.541539698985,0.0,0.0,0.0,23090.86308201158
2010-02-28,23061.299918185603,-1510.8370882192658,28230.336647297307,23061.299918185603,23061.299918185603,-9855.525676872607,-9855.525676872607,-9855.525676872607,-5950.734482094512,-5950.734482094512,-5950.734482094512,-3904.7911947780967,-3904.7911947780967,-3904.7911947780967,0.0,0.0,0.0,13205.774241312996
2010-03-01,23057.87243979154,9094.040526437342,39014.45392459316,23057.87243979154,23057.87243979154,1462.4466430798818,1462.4466430798818,1462.4466430798818,5637.336082772095,5637.336082772095,5637.336082772095,-4174.889439692213,-4174.889439692213,-4174.889439692213,0.0,0.0,0.0,24520.31908287142
2010-03-02,23054.44496139747,11499.109190903184,41605.134327388114,23054.44496139747,23054.44496139747,3777.041961597734,3777.041961597734,3777.041961597734,8263.26856422169,8263.26856422169,8263.26856422169,-4486.226602623955,-4486.226602623955,-4486.226602623955,0.0,0.0,0.0,26831.486922995202
2010-03-03,23051.017483003405,7149.609876339689,37967.68668805258,23051.017483003405,23051.017483003405,540.2072801882709,540.2072801882709,540.2072801882709,5364.460058899175,5364.460058899175,5364.460058899175,-4824.252778710905,-4824.252778710905,-4824.252778710905,0.0,0.0,0.0,23591.224763191676
2010-03-04,23047.59000460934,14607.80907285843,45282.86902710765,23047.59000460934,23047.59000460934,7415.77325946277,7415.77325946277,7415.77325946277,12589.55740884723,12589.55740884723,12589.55740884723,-5173.784149384461,-5173.784149384461,-5173.784149384461,0.0,0.0,0.0,30463.36326407211
2010-03-05,23044.16252621527,6475.105323073884,36677.58448947052,23044.16252621527,23044.16252621527,-1956.2387590091544,-1956.2387590091544,-1956.2387590091544,3563.2497467550697,3563.2497467550697,3563.2497467550697,-5519.488505764224,-5519.488505764224,-5519.488505764224,0.0,0.0,0.0,21087.923767206117
2010-03-07,23037.30756942714,-3015.8951352088907,27835.3489500228,23037.30756942714,23037.30756942714,-12090.974841023582,-12090.974841023582,-12090.974841023582,-5950.734482121871,-5950.734482121871,-5950.734482121871,-6140.240358901709,-6140.240358901709,-6140.240358901709,0.0,0.0,0.0,10946.332728403557
2010-03-08,23033.880091033072,6646.942893187507,38109.3048134698,23033.880091033072,23033.880091033072,-750.8212631279274,-750.8212631279274,-750.8212631279274,5637.336082784011,5637.336082784011,5637.336082784011,-6388.157345911938,-6388.157345911938,-6388.157345911938,0.0,0.0,0.0,22283.058827905144
2010-03-09,23030.45261263901,9585.116148255853,40783.087150691965,23030.45261263901,23030.45261263901,1684.4423488754016,1684.4423488754016,1684.4423488754016,8263.268564206559,8263.268564206559,8263.268564206559,-6578.826215331157,-6578.826215331157,-6578.826215331157,0.0,0.0,0.0,24714.89496151441
2010-03-10,23027.025134244937,5523.383124784387,37499.65572156829,23027.025134244937,23027.025134244937,-1338.4836799278078,-1338.4836799278078,-1338.4836799278078,5364.4600589155725,5364.4600589155725,5364.4600589155725,-6702.94373884338,-6702.94373884338,-6702.94373884338,0.0,0.0,0.0,21688.54145431713
2010-03-11,23023.597660444768,13375.923193326747,44466.551660056655,23023.597660444768,23023.597660444768,5836.07735406925,5836.07735406925,5836.07735406925,12589.557408803554,12589.557408803554,12589.557408803554,-6753.480054734304,-6753.480054734304,-6753.480054734304,0.0,0.0,0.0,28859.675014514018
2010-03-12,23020.1701866446,4148.98209477651,35126.04495508616,23020.1701866446,23020.1701866446,-3162.638799507321,-3162.638799507321,-3162.638799507321,3563.249746823041,3563.249746823041,3563.249746823041,-6725.888546330362,-6725.888546330362,-6725.888546330362,0.0,0.0,0.0,19857.53138713728
2010-03-14,23013.31523904426,-4510.898979551077,25529.976821023112,23013.31523904426,23013.31523904426,-12381.998970717892,-12381.998970717892,-12381.998970717892,-5950.734482104275,-5950.734482104275,-5950.734482104275,-6431.264488613618,-6431.264488613618,-6431.264488613618,0.0,0.0,0.0,10631.316268326367
2010-03-15,23009.88776524409,8793.659286645383,36804.11484587624,23009.88776524409,23009.88776524409,-531.0029169845106,-531.0029169845106,-531.0029169845106,5637.336082779101,5637.336082779101,5637.336082779101,-6168.338999763612,-6168.338999763612,-6168.338999763612,0.0,0.0,0.0,22478.88484825958
2010-03-16,23006.46029144392,8199.75347369906,40140.469317485986,23006.46029144392,23006.46029144392,2427.9115627436936,2427.9115627436936,2427.9115627436936,8263.268564227988,8263.268564227988,8263.268564227988,-5835.357001484296,-5835.357001484296,-5835.357001484296,0.0,0.0,0.0,25434.371854187615
2010-03-17,23003.032817643754,6924.847948134361,38232.97794570761,23003.032817643754,23003.032817643754,-76.08882853253684,-76.08882853253684,-76.08882853253684,5364.460058912134,5364.460058912134,5364.460058912134,-5440.548887444671,-5440.548887444671,-5440.548887444671,0.0,0.0,0.0,22926.943989111216
2010-03-18,22999.60534384358,16075.51765067549,45408.88756244914,22999.60534384358,22999.60534384358,7595.337168242733,7595.337168242733,7595.337168242733,12589.557408830158,12589.557408830158,12589.557408830158,-4994.220240587423,-4994.220240587423,-4994.220240587423,0.0,0.0,0.0,30594.942512086316
2010-03-19,22996.17787004341,6653.039563398974,37629.51956967119,22996.17787004341,22996.17787004341,-945.1793339882485,-945.1793339882485,-945.1793339882485,3563.2497467824824,3563.2497467824824,3563.2497467824824,-4508.429080770731,-4508.429080770731,-4508.429080770731,0.0,0.0,0.0,22050.998536055162
2010-03-21,22989.322922443072,-1532.1667142955391,28365.208216188894,22989.322922443072,22989.322922443072,-9423.892577256309,-9423.892577256309,-9423.892577256309,-5950.734482086676,-5950.734482086676,-5950.734482086676,-3473.1580951696333,-3473.1580951696333,-3473.1580951696333,0.0,0.0,0.0,13565.430345186764
2010-03-22,22985.895448642907,9611.531937448362,40568.581957427305,22985.895448642907,22985.895448642907,2684.3549264751678,2684.3549264751678,2684.3549264751678,5637.336082799693,5637.336082799693,5637.336082799693,-2952.9811563245253,-2952.9811563245253,-2952.9811563245253,0.0,0.0,0.0,25670.250375118074
2010-03-23,22982.467974842733,13821.219326137618,43389.581999141126,22982.467974842733,22982.467974842733,5812.227913636634,5812.227913636634,5812.227913636634,8263.268564195043,8263.268564195043,8263.268564195043,-2451.040650558409,-2451.040650558409,-2451.040650558409,0.0,0.0,0.0,28794.695888479368
2010-03-24,22979.040501042567,11050.490336478628,41564.145875448565,22979.040501042567,22979.040501042567,3382.5717094045876,3382.5717094045876,3382.5717094045876,5364.460058888143,5364.460058888143,5364.460058888143,-1981.8883494835557,-1981.8883494835557,-1981.8883494835557,0.0,0.0,0.0,26361.612210447154
2010-03-25,22975.613027242394,18099.669737698438,49517.83112798808,22975.613027242394,22975.613027242394,11030.34069389943,11030.34069389943,11030.34069389943,12589.55740882269,12589.55740882269,12589.55740882269,-1559.2167149232603,-1559.2167149232603,-1559.2167149232603,0.0,0.0,0.0,34005.95372114182
2010-03-26,22972.185553442225,10290.221734350092,39546.90678128777,22972.185553442225,22972.185553442225,2367.8146477884084,2367.8146477884084,2367.8146477884084,3563.249746741927,3563.249746741927,3563.249746741927,-1195.4350989535185,-1195.4350989535185,-1195.4350989535185,0.0,0.0,0.0,25340.000201230632
2010-03-28,22965.330605841886,1748.990948527595,31825.990116344154,22965.330605841886,22965.330605841886,-6636.237574065534,-6636.237574065534,-6636.237574065534,-5950.734482123419,-5950.734482123419,-5950.734482123419,-685.5030919421154,-685.5030919421154,-685.5030919421154,0.0,0.0,0.0,16329.093031776352
2010-03-29,22961.90313204172,11808.159314376988,43522.92634418878,22961.90313204172,22961.90313204172,5082.785889670868,5082.785889670868,5082.785889670868,5637.336082786108,5637.336082786108,5637.336082786108,-554.5501931152402,-554.5501931152402,-554.5501931152402,0.0,0.0,0.0,28044.689021712587
