CustomerID,FirstPurchaseDate,LastPurchaseDate,TotalInvoices,TotalQuantity,TotalRevenue,AvgOrderValue,AvgBasketSize,AvgUniqueProducts,PreferredPurchaseHour,PreferredSeason,Country,Recency,Frequency,Monetary,Cluster,CustomerSegment
12415.0,2010-06-30 08:30:00,2011-11-15 14:22:00,28,91447,144458.37,156.00255939524837,8202.316414686826,82.21166306695464,15,Summer,Australia,24,28,144458.37,3,Loyal Customers
12416.0,2010-02-21 10:19:00,2010-02-21 10:19:00,1,132,202.56,18.41454545454545,132.0,11.0,10,Winter,Australia,657,1,202.56,1,At-Risk Customers
12417.0,2009-12-06 10:30:00,2011-12-06 14:52:00,20,2884,6797.41,18.42116531165312,169.78861788617886,21.37940379403794,10,Summer,Belgium,3,20,6797.41,0,Regular Customers
12418.0,2010-03-19 14:47:00,2011-08-19 11:08:00,4,1088,2021.2,19.815686274509805,297.3921568627451,27.176470588235293,11,Spring,Switzerland,113,4,2021.2,0,Regular Customers
12419.0,2010-10-22 10:40:00,2010-11-19 10:04:00,2,231,503.01,20.1204,171.0,17.0,10,Autumn,Spain,386,2,503.01,1,At-Risk Customers
12420.0,2011-10-07 08:55:00,2011-10-07 08:55:00,1,345,600.39,20.70310344827586,345.0,29.0,8,Autumn,Cyprus,64,1,600.39,0,Regular Customers
12421.0,2010-07-22 13:57:00,2011-11-24 09:07:00,6,652,1098.6,16.90153846153846,122.23076923076924,12.169230769230769,13,Summer,Spain,16,6,1098.6,0,Regular Customers
12422.0,2009-12-18 12:44:00,2011-09-05 09:48:00,17,2596,5231.8,30.41744186046512,220.4593023255814,16.325581395348838,13,Autumn,Switzerland,96,17,5231.8,0,Regular Customers
12423.0,2010-08-31 09:31:00,2011-12-09 10:10:00,10,1793,2622.39,15.893272727272729,202.0484848484849,18.454545454545453,10,Spring,Belgium,1,10,2622.39,0,Regular Customers
12424.0,2010-06-09 15:15:00,2011-06-30 12:06:00,4,2025,3340.03,36.30467391304347,658.5108695652174,32.73913043478261,10,Autumn,Australia,163,4,3340.03,0,Regular Customers
12425.0,2010-09-17 14:10:00,2011-09-22 17:31:00,2,1147,1741.41,19.136373626373626,589.6813186813187,47.48351648351648,14,Autumn,Portugal,78,2,1741.41,0,Regular Customers
12426.0,2010-02-15 08:41:00,2011-05-29 12:26:00,2,584,1345.21,17.470259740259742,299.5064935064935,40.37662337662338,8,Winter,Germany,195,2,1345.21,0,Regular Customers
12427.0,2010-12-03 10:44:00,2011-11-18 08:56:00,3,533,825.8000000000001,26.63870967741936,146.4516129032258,11.64516129032258,15,Autumn,Germany,22,3,825.8,0,Regular Customers
12428.0,2011-03-01 09:33:00,2011-11-14 08:22:00,9,3536,7956.46,27.062789115646257,785.078231292517,69.63265306122449,9,Spring,Finland,26,9,7956.46,0,Regular Customers
12429.0,2010-06-11 13:28:00,2011-11-30 17:22:00,8,2890,6204.41,40.55169934640523,425.4313725490196,23.77124183006536,12,Autumn,Denmark,9,8,6204.41,0,Regular Customers
12430.0,2011-10-27 15:09:00,2011-10-27 15:09:00,1,117,256.4,23.30909090909091,117.0,11.0,15,Autumn,Norway,43,1,256.4,0,Regular Customers
12431.0,2010-01-15 09:04:00,2011-11-04 11:55:00,27,4600,10432.22,26.74928205128205,241.71794871794876,25.543589743589745,9,Winter,Australia,36,27,10432.22,0,Regular Customers
12432.0,2011-06-20 13:27:00,2011-10-28 11:43:00,5,1801,5059.32,46.84555555555556,768.0092592592592,45.53703703703704,13,Summer,Norway,43,5,5059.32,0,Regular Customers
12433.0,2010-08-20 09:23:00,2011-12-09 10:02:00,10,13534,16794.14,30.04318425760286,1643.9982110912345,68.9391771019678,13,Autumn,Norway,1,10,16794.14,0,Regular Customers
12434.0,2010-11-23 13:38:00,2011-09-16 12:38:00,3,532,1103.43,15.763285714285717,211.0,25.88571428571429,13,Autumn,Australia,85,3,1103.43,0,Regular Customers
12435.0,2009-12-02 13:58:00,2011-09-21 09:06:00,6,4958,13925.93,124.33866071428572,937.6875,23.964285714285715,16,Autumn,Denmark,80,6,13925.93,0,Regular Customers
12436.0,2011-09-01 12:09:00,2011-09-01 12:09:00,1,211,509.01,31.813125,211.0,16.0,12,Autumn,Norway,100,1,509.01,0,Regular Customers
12437.0,2009-12-02 16:24:00,2011-12-08 11:35:00,39,8000,12683.4,22.52824156305506,436.78330373001774,29.26287744227353,9,Autumn,France,2,39,12683.4,0,Regular Customers
12438.0,2011-07-22 13:29:00,2011-11-25 13:28:00,2,1180,2906.85,29.66173469387755,590.0,49.0,13,Autumn,Norway,14,2,2906.85,0,Regular Customers
12439.0,2009-12-14 08:40:00,2010-01-26 12:11:00,2,478,1142.88,16.096901408450705,422.67605633802816,63.45070422535211,8,Winter,Cyprus,683,2,1142.88,1,At-Risk Customers
12440.0,2009-12-22 12:03:00,2010-09-03 13:11:00,2,331,859.2,26.85,193.46875,17.5625,12,Winter,Austria,462,2,859.2,1,At-Risk Customers
12441.0,2010-12-08 10:45:00,2010-12-08 10:45:00,1,121,173.55,15.77727272727273,121.0,11.0,10,Winter,France,367,1,173.55,1,At-Risk Customers
12442.0,2011-12-06 14:22:00,2011-12-06 14:22:00,1,182,172.06,14.338333333333331,182.0,12.0,14,Winter,Spain,3,1,172.06,0,Regular Customers
12443.0,2009-12-07 15:42:00,2009-12-07 15:42:00,1,182,485.31,23.11,182.0,21.0,15,Winter,Norway,732,1,485.31,1,At-Risk Customers
12444.0,2011-06-21 14:00:00,2011-11-18 13:23:00,5,1153,5005.46,28.44011363636364,378.21022727272725,57.78409090909091,14,Summer,Norway,21,5,5005.46,0,Regular Customers
12445.0,2010-10-15 12:28:00,2011-11-17 18:43:00,2,206,434.98,18.124166666666667,130.33333333333334,17.333333333333332,12,Autumn,Spain,22,2,434.98,0,Regular Customers
12446.0,2011-10-13 12:50:00,2011-10-13 12:50:00,1,351,1002.31,17.584385964912283,351.0,57.0,12,Autumn,RSA,58,1,1002.31,0,Regular Customers
12447.0,2011-04-10 13:25:00,2011-04-10 13:25:00,1,190,476.49,18.326538461538465,190.0,26.0,13,Spring,Belgium,243,1,476.49,0,Regular Customers
12448.0,2011-10-26 13:46:00,2011-10-26 13:46:00,1,243,449.45,20.42954545454545,243.0,22.0,13,Autumn,Spain,44,1,449.45,0,Regular Customers
12449.0,2010-09-27 09:37:00,2011-11-17 13:46:00,6,2282,4835.89,24.05915422885572,414.4776119402985,46.83084577114428,9,Autumn,Belgium,22,6,4835.89,0,Regular Customers
12450.0,2010-08-22 13:11:00,2011-07-06 14:41:00,5,442,688.2,18.6,103.51351351351352,9.594594594594597,16,Summer,Spain,156,5,688.2,0,Regular Customers
12451.0,2010-06-28 12:58:00,2011-11-29 08:40:00,8,9359,12669.88,24.794285714285717,1634.1350293542075,88.6477495107632,12,Autumn,Switzerland,11,8,12669.88,0,Regular Customers
12452.0,2011-11-23 08:05:00,2011-11-23 10:28:00,2,185,430.5700000000001,19.57136363636364,174.77272727272728,20.09090909090909,8,Autumn,Switzerland,17,2,430.57,0,Regular Customers
12453.0,2011-07-28 14:08:00,2011-07-28 14:08:00,1,473,707.09,16.443953488372095,473.0,43.0,14,Summer,Austria,134,1,707.09,0,Regular Customers
12454.0,2010-10-14 17:33:00,2011-10-14 17:13:00,5,7703,16679.78,416.9945,1716.475,10.45,17,Autumn,Spain,56,5,16679.78,0,Regular Customers
12455.0,2009-12-18 12:33:00,2011-09-27 15:31:00,10,3302,5879.95,25.902863436123347,564.7753303964757,48.77092511013216,12,Winter,Cyprus,73,10,5879.95,0,Regular Customers
12456.0,2011-03-30 09:12:00,2011-10-26 14:41:00,3,1633,3181.04,25.44832,546.76,41.816,15,Summer,Switzerland,44,3,3181.04,0,Regular Customers
12457.0,2010-09-30 17:59:00,2011-10-04 13:13:00,8,1094,2995.91,35.66559523809524,273.6904761904762,25.38095238095238,15,Autumn,Switzerland,66,8,2995.91,0,Regular Customers
12458.0,2010-08-09 10:33:00,2011-09-29 15:25:00,4,986,1777.49,21.16059523809524,242.73809523809524,21.404761904761905,10,Autumn,Switzerland,71,4,1777.49,0,Regular Customers
12459.0,2010-04-13 14:53:00,2010-04-13 14:53:00,1,258,454.36,19.754782608695653,258.0,23.0,14,Spring,Spain,605,1,454.36,1,At-Risk Customers
12460.0,2010-09-09 13:51:00,2010-09-09 13:51:00,1,170,326.65,18.147222222222226,170.0,18.0,13,Autumn,Belgium,456,1,326.65,1,At-Risk Customers
12461.0,2011-07-08 10:23:00,2011-09-06 16:57:00,2,287,826.88,23.62514285714286,274.0857142857143,33.05714285714286,10,Summer,Switzerland,94,2,826.88,0,Regular Customers
12462.0,2011-02-09 14:44:00,2011-11-21 09:11:00,2,536,1189.59,19.186935483870965,273.51612903225805,33.61290322580645,14,Winter,Spain,19,2,1189.59,0,Regular Customers
12463.0,2011-04-12 12:47:00,2011-10-17 13:44:00,4,776,1344.78,16.202168674698793,195.6867469879518,20.927710843373493,14,Spring,Belgium,53,4,1344.78,0,Regular Customers
12464.0,2011-02-03 13:30:00,2011-11-29 13:33:00,8,112,1212.05,41.79482758620689,15.586206896551724,4.103448275862069,13,Winter,Belgium,10,8,1212.05,0,Regular Customers
12465.0,2011-06-23 13:37:00,2011-11-22 16:34:00,2,479,742.19,15.791276595744682,245.29787234042556,23.76595744680851,13,Summer,Belgium,17,2,742.1899999999999,0,Regular Customers
12466.0,2010-01-26 16:26:00,2010-01-26 16:26:00,1,1,56.73,56.73,1.0,1.0,16,Winter,France,682,1,56.73,1,At-Risk Customers
12467.0,2010-10-12 15:41:00,2010-10-12 15:41:00,1,129,132.8,14.755555555555556,129.0,9.0,15,Autumn,USA,423,1,132.8,1,At-Risk Customers
12468.0,2010-01-26 10:09:00,2011-06-05 11:36:00,5,2201,3670.74,24.4716,595.3266666666667,37.24,10,Spring,Germany,188,5,3670.74,0,Regular Customers
12469.0,2010-06-21 10:30:00,2010-07-05 12:40:00,2,2552,3070.54,40.40184210526316,721.8947368421053,58.63157894736842,12,Summer,Thailand,523,2,3070.54,1,At-Risk Customers
12470.0,2010-01-19 11:01:00,2010-01-19 11:01:00,1,95,211.95,9.215217391304348,95.0,23.0,11,Winter,Unspecified,690,1,211.95,1,At-Risk Customers
12471.0,2009-12-07 10:41:00,2011-12-07 15:43:00,79,16858,39918.19,35.17021145374449,363.57444933920704,23.22907488986784,10,Autumn,Germany,2,79,39918.19,3,Loyal Customers
12472.0,2009-12-14 10:49:00,2011-11-07 14:01:00,19,10378,16249.29,19.32139120095125,700.7978596908442,55.87514863258026,12,Summer,Germany,32,19,16249.29,0,Regular Customers
12473.0,2011-06-01 10:15:00,2011-11-10 13:46:00,5,2414,3928.05,23.521257485029945,1089.047904191617,71.02395209580838,11,Autumn,Germany,29,5,3928.05,0,Regular Customers
12474.0,2010-02-11 09:41:00,2011-11-22 14:39:00,31,7940,12372.75,17.47563559322034,367.002824858757,31.94350282485876,12,Autumn,Germany,17,31,12372.75,0,Regular Customers
12475.0,2010-10-26 08:49:00,2011-10-17 10:10:00,2,771,1149.64,18.846557377049184,412.4590163934426,31.49180327868853,10,Autumn,Germany,54,2,1149.64,0,Regular Customers
12476.0,2010-07-26 09:04:00,2011-11-24 12:40:00,23,5631,14083.91,27.400603112840468,481.89299610894943,42.84241245136187,10,Autumn,Germany,16,23,14083.91,0,Regular Customers
12477.0,2010-03-26 14:01:00,2011-11-17 09:51:00,9,6119,20276.37,35.95101063829787,772.2216312056737,73.56028368794327,9,Summer,Germany,23,9,20276.37,0,Regular Customers
12478.0,2011-12-06 09:56:00,2011-12-06 09:56:00,1,236,680.99,18.91638888888889,236.0,36.0,9,Winter,Greece,4,1,680.99,0,Regular Customers
12479.0,2011-11-28 13:26:00,2011-11-28 13:26:00,1,385,527.2,17.006451612903227,385.0,31.0,13,Autumn,Germany,11,1,527.2,0,Regular Customers
12480.0,2010-07-20 13:21:00,2011-11-11 14:52:00,7,2952,5464.85,22.58202479338843,423.8884297520661,35.78512396694215,14,Autumn,Germany,28,7,5464.85,0,Regular Customers
12481.0,2010-04-11 13:10:00,2011-11-17 08:29:00,15,7158,12185.51,32.06713157894737,765.3394736842105,38.46842105263158,13,Autumn,Germany,23,15,12185.51,0,Regular Customers
12482.0,2010-02-24 10:24:00,2010-05-12 16:51:00,29,27042,23691.4,116.1343137254902,1209.686274509804,10.362745098039216,16,Spring,Sweden,576,29,23691.4,1,At-Risk Customers
12483.0,2010-01-31 13:28:00,2011-11-22 17:02:00,19,2160,5097.18,36.93608695652174,153.81159420289856,10.057971014492754,11,Autumn,Sweden,17,19,5097.18,0,Regular Customers
12484.0,2010-01-27 16:41:00,2011-11-07 11:37:00,12,3266,6354.1,13.490658174097666,556.2887473460722,78.22292993630573,14,Summer,Spain,33,12,6354.1,0,Regular Customers
12485.0,2010-06-28 15:22:00,2010-06-28 15:22:00,1,414,708.1,20.826470588235296,414.0,34.0,15,Summer,Sweden,529,1,708.1,1,At-Risk Customers
12486.0,2010-10-04 12:14:00,2010-10-04 12:14:00,1,523,1037.28,21.16897959183673,523.0,49.0,12,Autumn,Sweden,432,1,1037.28,1,At-Risk Customers
12487.0,2009-12-09 11:36:00,2009-12-09 11:36:00,1,174,285.3,142.65,174.0,2.0,11,Winter,Sweden,731,1,285.29999999999995,1,At-Risk Customers
12488.0,2011-09-25 10:34:00,2011-11-30 08:50:00,3,529,1298.66,23.612,208.52727272727276,22.163636363636364,10,Autumn,France,10,3,1298.66,0,Regular Customers
12489.0,2011-01-07 13:13:00,2011-01-07 13:13:00,1,105,334.93,22.328666666666667,105.0,15.0,13,Winter,France,336,1,334.93,1,At-Risk Customers
12490.0,2009-12-01 12:52:00,2011-12-04 16:07:00,21,5906,9823.64,21.26329004329004,329.5974025974026,25.51948051948052,14,Autumn,France,5,21,9823.64,0,Regular Customers
12491.0,2011-11-01 12:18:00,2011-11-01 12:18:00,1,260,460.4,17.70769230769231,260.0,25.0,12,Autumn,France,39,1,460.4,0,Regular Customers
12492.0,2010-11-01 14:58:00,2011-10-07 15:15:00,3,444,715.21,17.028809523809525,179.0,16.333333333333332,14,Autumn,Germany,63,3,715.21,0,Regular Customers
12493.0,2011-05-26 14:53:00,2011-06-27 10:17:00,2,207,433.74,19.715454545454545,102.0909090909091,11.090909090909092,14,Spring,France,166,2,433.74,0,Regular Customers
12494.0,2010-05-12 13:52:00,2011-11-24 09:34:00,9,979,1815.27,16.808055555555555,142.6851851851852,15.5,13,Spring,France,16,9,1815.27,0,Regular Customers
12495.0,2010-03-09 10:53:00,2010-03-09 10:53:00,1,130,357.4,21.023529411764702,130.0,17.0,10,Spring,Sweden,641,1,357.4,1,At-Risk Customers
12496.0,2010-03-29 13:57:00,2010-03-29 14:06:00,2,30,45.34,4.534000000000001,26.2,8.2,13,Spring,Spain,620,2,45.34,1,At-Risk Customers
12497.0,2010-03-05 09:39:00,2011-09-19 12:29:00,3,5685,6248.5,109.62280701754386,2191.9473684210525,20.36842105263158,12,Autumn,Germany,82,3,6248.5,0,Regular Customers
