ds,yhat,yhat_lower,yhat_upper
2010-01-24,12946.81469276054,-899.3366660296273,28720.507239264745
2010-01-25,23684.03086598439,8153.645407857464,38100.65992339208
2010-01-26,25433.979036319488,10852.532265546975,42112.37712906106
2010-01-27,21656.92098411256,6976.712028260783,37249.31550583058
2010-01-28,28024.033324336506,12386.999171016238,42680.56339465408
2010-01-29,18181.599697040027,2135.3554377390865,33661.27608863184
2010-01-31,7239.2938256817215,-8308.596122803892,21611.12200297349
2010-02-01,18248.844466775423,2997.7851627206064,34074.77981439349
2010-02-02,20404.63381220703,5747.025573363157,36053.571768533366
2010-02-03,17153.660334149332,1331.6712481474617,31305.19707653822
2010-02-04,24150.82079957553,8918.472146418782,39749.50261220293
2010-02-05,15023.595066636237,-1150.751470017262,30545.02064636307
2010-02-07,5682.7356904926455,-9232.621916278204,21801.476209178032
2010-02-08,17533.52673650261,840.7954900246108,32129.95844059801
2010-02-09,20527.00135745327,4677.343395602203,36762.59498783104
2010-02-10,18087.771786673165,1817.4867808063304,32607.55423855469
2010-02-11,25849.524911125714,10439.108447342893,41128.30347840621
2010-02-12,17420.283266417235,2744.276967562071,32586.4424233227
2010-02-14,9209.544882350114,-7023.589539884526,23713.525557636916
2010-02-15,21466.62805177398,5850.018254652028,35996.98404116622
2010-02-16,24748.73483644919,9100.246852768736,40153.102070440815
2010-02-17,22475.988151704936,7662.926167901243,37706.02158325413
2010-02-18,30281.18755107811,14755.966953902973,45547.92473044196
2010-02-19,21775.036096967317,6826.852327908591,36936.32577120477
2010-02-21,13077.055753423903,-2278.3575177886005,27970.32078592576
2010-02-22,24945.30113865917,9705.11031346586,40321.94410942509
2010-02-23,27760.477033196712,13015.971763835068,42143.97553104288
2010-02-24,24959.365587731678,10762.749198849237,39850.52446644791
2010-02-25,32192.90615193681,16268.588713041963,46568.525034215534
2010-02-26,23090.86308201158,8350.400173981057,38522.837046667024
2010-02-28,13205.774241312996,-1510.8370882192658,28230.336647297307
2010-03-01,24520.31908287142,9094.040526437342,39014.45392459316
2010-03-02,26831.4869229952,11499.109190903184,41605.134327388114
2010-03-03,23591.22476319168,7149.609876339689,37967.68668805258
2010-03-04,30463.36326407211,14607.80907285843,45282.86902710765
2010-03-05,21087.92376720612,6475.105323073884,36677.58448947052
2010-03-07,10946.332728403557,-3015.8951352088907,27835.3489500228
2010-03-08,22283.058827905144,6646.942893187507,38109.3048134698
2010-03-09,24714.89496151441,9585.116148255853,40783.087150691965
2010-03-10,21688.54145431713,5523.383124784387,37499.65572156829
2010-03-11,28859.675014514018,13375.923193326747,44466.551660056655
2010-03-12,19857.53138713728,4148.98209477651,35126.04495508616
2010-03-14,10631.316268326367,-4510.898979551077,25529.976821023112
2010-03-15,22478.88484825958,8793.659286645383,36804.11484587624
2010-03-16,25434.37185418761,8199.75347369906,40140.46931748599
2010-03-17,22926.943989111216,6924.847948134361,38232.97794570761
2010-03-18,30594.94251208632,16075.51765067549,45408.88756244914
2010-03-19,22050.99853605516,6653.039563398974,37629.51956967119
2010-03-21,13565.430345186764,-1532.1667142955391,28365.20821618889
2010-03-22,25670.250375118077,9611.531937448362,40568.581957427305
2010-03-23,28794.695888479368,13821.219326137618,43389.581999141126
2010-03-24,26361.612210447154,11050.490336478628,41564.145875448565
2010-03-25,34005.95372114182,18099.66973769844,49517.83112798808
2010-03-26,25340.000201230632,10290.221734350092,39546.90678128777
2010-03-28,16329.093031776352,1748.990948527595,31825.990116344157
2010-03-29,28044.689021712587,11808.159314376988,43522.92634418878
2010-03-30,30709.343637732767,15764.605384412664,46347.68694362822
2010-03-31,27759.09676826643,11975.834141520774,43918.09914588824
2010-04-01,34843.90987776587,19328.057044803805,50876.13018558888
2010-04-06,28706.874995675924,14466.76013548177,45619.79260815495
2010-04-07,25299.15914157886,9317.881695648692,40767.15145996704
2010-04-08,31999.0368007642,16712.514070029814,47961.99930792108
2010-04-09,22447.01609068823,6974.721605151264,37727.22532500675
2010-04-11,11943.57310208034,-3735.423261059076,26954.91100851642
2010-04-12,23098.3319175954,8391.42841215979,39429.77141577822
2010-04-13,25350.44532184812,10450.02530101481,40240.54371685278
2010-04-14,22149.30549441901,7188.204470545264,36606.917679000886
2010-04-15,29153.59512680338,13656.755512223022,44192.77539583695
2010-04-16,19995.78885098982,3076.5017089054454,35860.206154428226
2010-04-18,10505.340676558368,-6125.280031440289,24606.008403970067
2010-04-19,22251.09374505592,7117.696823676866,38583.64599407245
2010-04-20,25129.234804931468,8169.937712525552,40463.8165665114
2010-04-21,22571.789151345223,6833.096049021205,37445.30092608381
2010-04-22,30219.553174885667,13868.859158400686,45192.28507839213
2010-04-23,21687.110873896887,7145.58719100642,36312.54318190431
2010-04-25,13324.543779377696,-1509.5742449576217,28252.87083848679
2010-04-26,25541.54334884877,10471.164361765288,41119.22397679931
2010-04-27,28811.170359789143,12205.853380049992,43373.6865735648
2010-04-28,26554.71757847599,10488.983907131773,40197.82109249565
2010-04-29,34404.815374407306,19268.09205608424,49349.41087497821
2010-04-30,25970.673272216165,10570.58254666916,42146.16213887945
2010-05-02,17485.840359532733,1892.767695841216,33774.90333214173
2010-05-04,32443.438135227523,17120.408469810285,47628.82590830328
2010-05-05,29787.433672217107,13660.706433192225,44801.74017333987
2010-05-06,37162.359055713525,20949.272243501266,52905.338376264175
2010-05-07,28190.86136680073,12711.698692266187,42910.789380441696
2010-05-09,18506.28477483034,2872.628700590088,31847.44792009091
2010-05-10,29877.680695458806,15080.539628818678,45824.27510316036
2010-05-11,32209.075330755342,16533.264689654075,46529.008954582896
2010-05-12,28947.74357434982,14118.912709886305,43977.75469539897
2010-05-13,35753.92309741219,20023.592182887915,50769.7297185454
2010-05-14,26265.25384364853,11340.731197473828,40974.33821141608
2010-05-16,15752.455602956354,75.80747307694601,30669.981801537648
2010-05-17,26833.15621433826,10635.369834274605,43503.699051733165
2010-05-18,28965.58536946215,13957.900385837747,44225.9248084013
2010-05-19,25600.73329669925,10130.108919541555,40915.01457519255
2010-05-20,32399.73598450871,15993.997509557104,47875.7357992377
2010-05-21,22998.31315168567,6641.474105018585,37463.5608440049
2010-05-23,12922.069437626062,-1653.3435527959098,27871.52686778508
2010-05-24,24335.26677154599,9376.07013534252,39015.9458753262
2010-05-25,26861.530194264076,10805.363015684574,41733.89346163175
2010-05-26,23938.553268113475,9145.686211748576,38748.71924131527
2010-05-27,31212.901701479124,16121.218153475216,46235.81149819975
2010-05-28,22304.89230012813,6991.468015351231,38038.7973329599
2010-05-30,13206.684543989182,-1847.732726869296,28575.50917771885
2010-06-01,28011.222552908177,13409.159155009282,43526.05583528135
2010-06-02,25444.19918267766,9127.52641086996,39993.96814549052
2010-06-03,33008.30579279248,17797.162070133894,48986.12713884349
2010-06-04,24315.041342175708,9385.955774509206,40862.96238274961
2010-06-06,15397.869092374844,-861.7842669496602,30539.50156734851
2010-06-07,27225.86280814863,11887.44593856968,41545.81792177372
2010-06-08,30038.769598589657,14380.836537865009,44791.92006171048
2010-06-09,27265.435797565835,11807.03450519137,41406.23663707515
2010-06-10,34547.800531336274,18000.239216908387,49931.9386717454
2010-06-11,25505.879684361837,9642.566667577,41024.89942928397
2010-06-13,15734.219254318708,882.5045783637759,30484.61136129488
2010-06-14,27081.891967817683,11864.723090031905,42873.413900144624
2010-06-15,29397.806185492504,14093.867059114144,44584.76616015355
2010-06-16,26125.49009646209,10729.393009037332,40478.36911003808
2010-06-17,32921.558192953344,18572.29824662098,49509.91578909093
2010-06-18,23420.260707863417,9006.003488608258,38453.4339486832
2010-06-20,12862.861862754073,-3505.439832210381,28651.90287436783
2010-06-21,23906.833617502863,8709.615831559078,38190.18852417277
2010-06-22,25990.64297889841,10214.995558834518,40906.2198403651
2010-06-23,22564.326604277245,6332.756020575958,38023.0376417029
2010-06-24,29288.70374650985,12210.075066194382,44145.18088638082
2010-06-25,19799.82367419253,4882.308146480719,35869.5215860785
2010-06-27,9514.65099681938,-5969.642430366679,24886.12121665476
2010-06-28,20810.10324163601,5257.115816369791,36558.69580860738
2010-06-29,23213.14273836343,7307.83364151625,38145.88758995636
2010-06-30,20164.562052250945,4536.576915541537,35799.77162034462
2010-07-01,27314.38351759251,11189.36749389456,42509.01707130452
2010-07-02,18286.64685135887,3295.852374566587,34377.03642801958
2010-07-04,8979.016526000707,-6845.563481637848,24881.538469955896
2010-07-05,20764.236977948403,4305.211966983283,36634.415273863575
2010-07-06,23640.28542766109,7465.277168629168,39591.31636868643
2010-07-07,21035.718037123304,5410.321721049332,35472.93426144345
2010-07-08,28589.41973299339,13268.672643813105,43616.88716767773
2010-07-09,19915.71067673085,4589.833746899496,35846.194701160326
2010-07-11,11136.361350330615,-3206.6862871796343,26410.384879245736
2010-07-12,23085.643811275386,7568.286316429719,38471.36446112602
2010-07-13,26055.761318229583,10869.527427472569,41940.17274421489
2010-07-14,23475.519085963755,8205.847971071784,38312.92302936705
2010-07-15,30986.170794371654,15488.93296329704,45573.689568157744
2010-07-16,22206.411092157206,6924.201343813927,38197.89261139452
2010-07-18,13052.373978094309,-1089.3611630343378,28950.41983366596
2010-07-19,24749.942584009063,9704.598662075305,40621.62997278798
2010-07-20,27438.593732177116,12414.528998602256,41591.5165298596
2010-07-21,24557.90584333635,9503.428958231249,40789.474695570105
2010-07-22,31760.194288690705,15976.949285273722,46883.83151952671
2010-07-23,22675.13432390254,7131.212016754253,37224.852428818725
2010-07-25,12961.042518104565,-2986.617278051073,28333.801819344517
2010-07-26,24422.24683158467,9936.482843553757,40191.5910905913
2010-07-27,26913.78486266509,10333.198489101227,41433.97684147709
2010-07-28,23880.887167897672,7979.871142558914,40249.34651997693
2010-07-29,30979.738887239397,15421.818081235511,45941.98763977715
2010-07-30,21841.99062062657,6409.779051888052,36972.94151005063
2010-08-01,12172.976701925892,-2824.147660869526,27607.194793532213
2010-08-02,23726.32583170842,7166.7752727364095,40469.28245556814
2010-08-03,26349.744028298763,10684.450016090244,41729.46582780536
2010-08-04,23481.546735526787,7806.107781512864,38648.243462121536
2010-08-05,30769.769088845147,15546.35612172998,45370.98901901471
2010-08-06,21836.97507648934,6084.801738856395,36191.29356594394
2010-08-08,12585.603707939868,-2101.870030753192,28866.60223049345
2010-08-09,24331.87141534916,9183.878526589517,38988.795820717234
2010-08-10,27124.982208442183,12222.352782286822,41443.356001714455
2010-08-11,24394.73396594441,8103.352641016772,40485.44677710207
2010-08-12,31781.8021288372,16712.372553664874,48231.51325458572
2010-08-13,22902.84047798741,7790.825317793879,38769.29417337491
2010-08-15,13609.123636742908,-1768.3718780314057,28597.369829687523
2010-08-16,25256.58026207185,10406.837235546724,40840.69540029543
2010-08-17,27900.79725470084,12464.379305855466,43518.43382045791
2010-08-18,24975.43311651633,8972.194963576,41199.7199137051
2010-08-19,32127.033301751057,16186.836852253173,47768.23653331205
2010-08-20,22979.989904892784,7991.972588517766,40000.79915689456
2010-08-22,13091.268427888946,-3060.9642211785267,28735.71468681259
2010-08-23,24434.478603521376,8318.875731734151,39671.9812092556
2010-08-24,26786.512024065352,11041.637278621258,41408.17056450009
2010-08-25,23593.95643331145,8928.207192492539,39313.07867732433
2010-08-26,30516.204826503683,15972.28621635448,46723.86435567073
2010-08-27,21189.996029485672,5383.987492645201,37271.68260762757
2010-08-29,11137.920792135415,-3757.65100209796,26494.667923292487
2010-08-31,24988.55806043686,9804.458425476472,40965.4671085773
2010-09-01,22007.83145320614,5730.217054858628,37164.36835614859
2010-09-02,29234.42865781812,13947.138719147626,44368.0207310216
2010-09-03,20304.17986683261,4807.8645415127385,37191.88804467159
2010-09-05,11301.853427208556,-3817.476016950936,25954.76720411652
2010-09-06,23318.1669556972,7563.182478121735,38368.07084233098
2010-09-07,26491.68357035165,13031.20370106603,43181.15039270462
2010-09-08,24259.802126408536,8350.646794767876,39352.39731446448
2010-09-09,32268.409197018125,16342.563245193956,47397.88100910985
2010-09-10,24136.65275751775,8587.43454587434,39968.76695276491
2010-09-12,16709.238026366937,2540.508727293032,31740.34873284399
2010-09-13,29465.216452972243,13366.730216873084,44705.39698449554
2010-09-14,33322.351183578496,17698.224706471912,49775.41425071735
2010-09-15,31700.880044924543,17571.58843842059,47412.08287970887
2010-09-16,40230.886580191305,25953.27377780961,55835.995267360566
2010-09-17,32517.51975428772,16397.0224912399,48055.02117007427
2010-09-19,25573.23824362886,10314.813155901336,39970.05621087012
2010-09-20,38378.317104576825,22923.924419802235,53767.24576745128
2010-09-21,42150.743977376704,26912.222384500023,56666.16702917546
2010-09-22,40310.56114918645,24964.952024523205,56130.10310219217
2010-09-23,48490.86442075658,33205.62609793293,63383.47077259679
2010-09-24,40302.97640331248,25733.839660068927,56603.399199307285
2010-09-26,32074.820828878102,16898.03014442836,48664.11561708199
2010-09-27,44097.09650914512,28541.600114285447,59600.46916046518
2010-09-28,47014.34508133886,31599.56333503168,62569.86636515789
2010-09-29,44265.03283341223,28563.27476432833,58579.45516217405
2010-09-30,51501.94146068509,37288.02886828462,67050.75436380137
2010-10-01,42356.83482667584,26251.812268558013,56844.61811752882
2010-10-03,32255.139529259144,15864.451459773549,46737.08141311212
2010-10-04,43400.987464500766,29121.852582035397,59520.56913658557
2010-10-05,45506.74344660811,30526.016506797743,60730.358633489086
2010-10-06,42027.27195092548,27694.67113469456,57472.38672249017
2010-10-07,48629.540053549645,33159.42281890263,62819.51206292778
2010-10-08,38956.93212247545,23671.702569060133,55144.82155072872
2010-10-10,28153.708848953844,13937.950923065857,43808.84784809122
2010-10-11,39133.83021427386,23865.97897303349,55036.54189732573
2010-10-12,41197.45706815344,25718.839463441764,56684.9719556828
2010-10-13,37795.71095577763,21470.862142621663,53475.24808536733
2010-10-14,44588.838961287176,28176.486577855016,60347.0038380519
2010-10-15,35210.75882383038,18332.48717115101,51469.9736676042
2010-10-17,25257.893314148,9613.1028656377,38748.25425530018
2010-10-18,36764.24491356524,21172.44118428105,52409.85668777066
2010-10-19,39399.46455187205,24187.377915283287,55951.05777499935
2010-10-20,36597.19655466354,20818.326286965992,52537.25441491329
2010-10-21,44000.04126600853,29527.345820621515,60034.55480065672
2010-10-22,35224.60868945292,19066.18254932897,49594.94838932894
2010-10-24,26391.216834931693,11140.4028673476,42716.62359363971
2010-10-25,38385.73544488385,23469.84138187433,54488.36550094442
2010-10-26,41445.512134295815,27295.753683957235,57347.69393464852
2010-10-27,38995.14933580835,23798.62954687136,55199.02181539291
2010-10-28,46670.78682390576,31706.397667984354,61726.87774105934
2010-10-29,38085.291911802495,22811.26880704835,54499.273365204426
2010-10-31,29382.050155115638,14892.670618074755,44045.80458922674
2010-11-01,41322.916592267095,25606.00150992587,56945.89933854401
2010-11-02,44258.13597382599,28673.823463983164,58930.975461411166
2010-11-03,41621.23691307449,27320.435736771797,56602.41004919394
2010-11-04,49059.0825921912,33438.09231949469,65033.69528292436
2010-11-05,40196.665190141415,23769.19734261889,55765.63163044851
2010-11-07,30875.03492221982,14502.471555370872,46096.38301558281
2010-11-08,42501.61897698643,27737.31040705652,58986.91277897105
2010-11-09,45136.83128953597,30728.57019001504,61814.28848444971
2010-11-10,42226.40558334533,27258.765284416066,57361.97953183789
2010-11-11,49428.04761643722,32235.556617312905,63572.03997397152
2010-11-12,40375.84072681541,25726.250206840567,55133.72671654091
2010-11-14,30839.557536151835,15066.372980182892,45775.68874651777
2010-11-15,42448.06309984112,27193.077015089737,58616.10516163871
2010-11-16,45124.88820748808,30319.063352091965,59219.01948635725
2010-11-17,42312.592457211125,25685.00575052381,58684.53371778183
2010-11-18,49663.11893107936,34962.824769463776,64978.08828192831
2010-11-19,40802.35640838172,26019.109846864703,56561.98291729378
2010-11-21,31733.228012201893,17026.468551623275,47262.433958044894
2010-11-22,43591.41436133797,28045.8990164178,59602.483684148414
2010-11-23,46509.25352198247,32478.11166149959,62030.79435664171
2010-11-24,43913.91372355464,28080.89607148079,59102.91567519338
2010-11-25,51441.880983503615,36905.19192476888,65537.51390937145
2010-11-26,42704.04428005834,28420.076090907784,57905.02260419608
2010-11-28,33662.60011720801,18058.400312118163,49569.94461621379
2010-11-29,45402.40979873436,30156.13711241106,61368.90253297942
2010-11-30,48101.95977410984,32694.6315514564,62806.59029129004
2010-12-01,45182.90262368936,29340.03476246712,60701.44733809972
2010-12-02,52279.207585076,37172.76388540831,67784.11103875953
2010-12-03,43002.44187651321,28144.375143892143,58642.33723855849
2010-12-05,32580.55879607312,16529.965834959614,47506.92445513648
2010-12-06,43496.647948714846,27439.502600478136,58518.1191597564
2010-12-07,45300.51234369056,29292.02611380501,60808.14021289509
2010-12-08,41430.08911488225,26707.429528368502,56544.30719790841
2010-12-09,47538.01463939058,32303.246884660417,63100.44793540468
2010-12-10,37256.46065577061,20820.96494528203,52246.59065802244
2010-12-12,24864.759128936104,9987.095422912194,40270.35378090549
2010-12-13,34862.0286338468,19640.409677869608,49725.78756734542
2010-12-14,35821.536012426855,20982.350592067734,52242.05116324476
2010-12-15,31203.027114634748,15729.60232953696,47022.237110863
2010-12-16,36679.35138791939,20858.34973683928,51513.81638824751
2010-12-17,25900.71929642672,10242.601956555807,41445.90824163352
2010-12-19,12976.597089708092,-2031.2925892171263,29093.304855148413
2010-12-20,22959.12862799848,6756.290771535341,37890.31914673771
2010-12-21,24079.27065303633,9204.038652118925,39393.953430523805
2010-12-22,19797.45935193604,5031.934645620758,35440.0876070036
2010-12-23,25783.084143835,10377.862236940144,41137.59383479096
2011-01-04,20563.283658265027,5355.358485015963,36848.09061217355
2011-01-05,18547.980533222104,3493.9061694805646,33718.02672791297
2011-01-06,26713.565030751903,10581.687327705124,40159.447380462
2011-01-07,18657.72786930334,4500.397653864412,34345.60054737934
2011-01-09,11066.561750872848,-4238.445779059338,26772.83742695107
2011-01-10,23554.88514800039,7954.258567158042,39144.5096836575
2011-01-11,27008.13096802652,12954.985183388417,42426.77533009928
2011-01-12,24842.36688074439,8653.31462134927,39976.00505761238
2011-01-13,32687.765374477916,16528.112286196225,47580.67490452356
2011-01-14,24153.82319467257,8242.786753734508,38226.195997905845
2011-01-16,15198.930013320689,648.9324553350153,30721.397764403744
2011-01-17,26842.019185753023,11457.76406982022,42312.75534585905
2011-01-18,29372.384892547467,13991.616410788582,44169.42236293963
2011-01-19,26231.7255107834,11498.971172701244,43155.43296965624
2011-01-20,33076.7822883639,18806.72128889267,47142.12659621592
2011-01-21,23543.86004278152,8501.51975571557,38474.4126304427
2011-01-23,12698.745538238449,-4250.797257601944,28233.68166805661
2011-01-24,23499.50116062045,8396.47832570806,39807.675253655565
2011-01-25,25284.87903688533,9838.102489428542,40198.0879774177
2011-01-26,21514.68978855453,4603.582192317059,36349.42098526279
2011-01-27,27860.43241465456,12544.214237955406,42717.21513073098
2011-01-28,17969.4668129458,2720.4284263030845,32127.78802680822
2011-01-30,6856.425079810728,-8096.045794648201,22778.342123091767
2011-01-31,17749.239286986573,2364.461265406409,32775.46452345039
2011-02-01,19771.896757991304,4609.293444135928,35307.54562521492
2011-02-02,16375.287847021258,1504.8899396774668,31928.00008154285
2011-02-03,23218.470464438637,8371.853436556086,38437.82900192601
2011-02-04,13933.235436265004,-624.5581353410677,29937.10472104513
2011-02-06,4281.523911360688,-12155.679380559355,19350.6648598428
2011-02-07,15988.572656026265,776.9085921438623,30662.200133213075
2011-02-08,18850.603797835643,4318.378864863223,34699.16508811488
2011-02-09,16295.522125999612,-19.24349943123935,31897.64868267909
2011-02-10,23959.800427175684,9786.47594021735,39526.23495023881
2011-02-11,15453.669654746109,466.1888855029668,30221.9672621166
2011-02-13,7156.55404627076,-9482.7536447914,22504.98219659475
2011-02-14,19405.29126089672,4227.186456889497,35373.38990401482
2011-02-15,22701.911141612974,7268.798875068649,37399.09835775449
2011-02-16,20465.43746198223,4795.391855045971,35562.22043177427
2011-02-17,28326.960072209014,12749.689934167514,42859.17253979065
2011-02-18,19894.921236924725,3459.7193800762416,34640.2877854246
2011-02-20,11387.196995418812,-4165.975044333349,26639.211927494496
2011-02-21,23365.04335946872,8100.936265035701,39546.4594079852
2011-02-22,26294.727832495853,12364.088772704565,41513.372243621205
2011-02-23,23609.35438943621,7769.2775151048445,38210.49931324966
2011-02-24,30956.21860707822,17245.566115209138,47329.01224533504
2011-02-25,21961.58364988291,6819.484508037866,36999.50824424635
2011-02-27,12260.880838961526,-3158.4239729040823,25843.36737717502
2011-02-28,23646.994578174857,8244.853962685798,39085.08466960152
2011-03-01,26021.495545543865,10685.936136257658,40909.034202201634
2011-03-02,22826.533940947447,7676.010949230846,37534.11883393704
2011-03-03,29725.07350530554,14042.975929352308,44952.678938978745
2011-03-04,20356.8739271679,4406.098877681205,36257.29834625152
2011-03-06,10174.2506693516,-5293.2615795615,24441.17888220534
2011-03-07,21465.13213386532,5523.244035509361,36462.71596575502
2011-03-08,23836.732872475823,10339.750945763511,39291.71931060172
2011-03-09,20738.19125170404,4413.888751945947,36138.03959752784
2011-03-10,27827.98432426647,12497.503142471667,43191.90935992565
2011-03-11,18738.422021763137,2888.6813253686823,33500.50971536816
2011-03-13,9332.219208110377,-6762.997887504696,24159.75459283383
2011-03-14,21093.850119310533,5296.336092179819,36683.42350931711
2011-03-15,23970.379977053173,8183.276132332723,39493.16476719018
2011-03-16,21393.926747525427,6592.3363311971525,36669.54952722389
2011-03-17,29005.46893173307,13279.2012803243,44526.87482108832
2011-03-18,20419.880917804312,4891.269905775793,34704.978945684124
2011-03-20,11902.07239036832,-3196.9782205629144,27388.518850801756
2011-03-21,24018.27525122861,7754.206351056647,39762.583544792695
2011-03-22,27172.81505579846,11297.667158051316,41964.78074919065
2011-03-23,24788.097319563884,8674.401619833297,41026.16289289296
2011-03-24,32505.884242633278,17426.79464814854,48572.70532803847
2011-03-25,23929.10429869934,8075.205886738264,40430.00603591293
2011-03-27,15135.194367584772,767.2294816005983,29372.951483669665
2011-03-28,26973.352856031583,11313.25270531443,42381.06623016857
2011-03-29,29765.93343505155,14579.361864647348,46072.24479210339
2011-03-30,26945.72187977417,10952.88618587691,42425.26988388162
2011-03-31,34159.34526465781,19374.988090251627,49869.83175342975
2011-04-01,25032.1386431196,10448.749139131916,40080.90096106267
2011-04-03,15063.882158102111,-350.38764991156194,28906.583123189856
2011-04-04,26312.75764067146,11747.962479284764,40734.855616087065
2011-04-05,28538.03199374255,12706.676038836194,44037.36531706432
2011-04-06,25189.462968011165,8611.68552240531,40600.09860670225
2011-04-07,31929.58715057064,16810.107781309158,46943.21752803514
2011-04-08,22398.112907124178,6686.076533002113,37505.57921118934
2011-04-10,11876.318753524118,-2960.703695908114,27810.66398263129
2011-04-11,22993.44061513785,7496.212804887388,37611.41387795171
2011-04-12,25190.70256804897,9888.5011550688,40993.72552849647
2011-04-13,21919.45096051666,7491.778310344885,37572.48731935379
2011-04-14,28840.76518013117,13562.515707145018,43064.11766675286
2011-04-15,19593.81224580024,4036.5578039317984,34550.30954851346
2011-04-17,9907.24480065672,-5445.227496208663,25086.91373453674
2011-04-18,21552.66954648789,6187.133584961083,37426.5396378963
2011-04-19,24333.485309412918,8867.87448465481,39801.99036337326
2011-04-20,21685.02224620408,6311.107581424359,37609.58821393354
2011-04-21,29251.201870532732,14326.7507428573,44729.24865828468
2011-04-26,27662.6879154624,11950.452050549286,42558.64338804324
2011-04-27,25426.751317024304,9562.467031381098,40116.69883024311
2011-04-28,33317.417352913086,17497.383099281058,48196.73178896117
2011-05-01,16631.768715702852,2249.79535398705,32118.683054741174
2011-05-03,31820.470583263243,15558.552315155344,46910.96470055879
2011-05-04,29295.26436809965,13599.400513774812,43964.72338794081
2011-05-05,36807.15248330469,22501.92293169586,51702.50883319407
2011-05-06,27975.57563607189,12457.019768183383,43235.734320352734
2011-05-08,18566.712981845863,3225.5090151671448,32640.859497172263
2011-05-09,30067.59379697689,15790.667270427084,44971.847516716094
2011-05-10,32518.995735244334,16548.192915290034,47847.728272416505
2011-05-11,29365.628715852785,13464.22991387704,44792.10566792661
2011-05-12,36265.53927004337,20023.002478963776,50918.16421205696
2011-05-13,26854.676914817363,10807.05801908356,42008.95258252325
2011-05-15,16444.93544619405,1259.6262350360023,32374.1041167149
2011-05-16,27549.89792492621,12098.94581857828,43044.15005130926
2011-05-17,29688.64224800656,14333.881217225213,45372.77375541806
2011-05-18,26312.986547408167,10690.052675172165,40679.53669499448
2011-05-19,33085.38695641224,16648.00538643648,49082.08614734395
2011-05-20,23643.332573203286,7858.669711974906,38887.76896844976
2011-05-22,13452.715177000564,-2106.510602514128,28370.53811032696
2011-05-23,24797.39861578119,9359.580336402983,39544.22340333096
2011-05-24,27251.41625231909,13160.68920786624,42690.75379607223
2011-05-25,24255.44799879804,9230.509978613509,39355.13041531927
2011-05-26,31459.036868555253,15591.124923317271,47901.98371153124
2011-05-27,22485.37986757581,7434.513167763397,38613.076409758
2011-05-29,13281.746829711738,-2950.432789257034,28170.10596293309
2011-05-31,28029.896245506432,13749.911224742233,43611.615533118085
2011-06-01,25457.06901660185,10003.553711084494,41318.90189089472
2011-06-02,33031.53112761984,17488.058057608876,48725.62488254837
2011-06-03,24365.09421402669,7181.77985351955,39102.99540208193
2011-06-05,15549.758450417468,835.2699177118944,31186.39466621085
2011-06-06,27450.943781178536,12082.053442001654,43630.54628651697
2011-06-07,30349.939810896823,15751.183954268872,45229.49866948107
2011-06-08,27673.643768808022,12266.8613451007,43160.95886597483
